AAEL024430-RA AAEL024430 2159
AAEL003491-RF AAEL003491 772
AAEL003495-RD AAEL003495 3194
AAEL024438-RE AAEL024438 2575
AAEL011818-RB AAEL011818 893
AAEL007383-RG AAEL007383 663
AAEL007385-RF AAEL007385 626
AAEL007386-RA AAEL007386 1017
AAEL007387-RC AAEL007387 2122
AAEL007388-RD AAEL007388 1015
AAEL007389-RA AAEL007389 1138
AAEL002170-RB AAEL002170 667
AAEL002173-RB AAEL002173 1978
AAEL002174-RA AAEL002174 1345
AAEL002175-RA AAEL002175 1306
AAEL002176-RB AAEL002176 956
AAEL002177-RA AAEL002177 781
AAEL002178-RD AAEL002178 1621
AAEL020095-RE AAEL020095 3185
AAEL021877-RB AAEL021877 3477
AAEL011361-RA AAEL011361 1267
AAEL011362-RA AAEL011362 1270
AAEL025763-RA AAEL025763 883
AAEL011365-RB AAEL011365 4469
AAEL011366-RB AAEL011366 2260
AAEL011367-RA AAEL011367 981
AAEL025769-RA AAEL025769 540
AAEL020559-RF AAEL020559 2699
AAEL024440-RA AAEL024440 1619
AAEL024441-RA AAEL024441 3313
AAEL011822-RB AAEL011822 1757
AAEL010045-RA AAEL010045 1042
AAEL010046-RA AAEL010046 645
AAEL010047-RB AAEL010047 2256
AAEL024447-RA AAEL024447 1298
AAEL010048-RA AAEL010048 1169
AAEL023110-RA AAEL023110 679
AAEL001319-RB AAEL001319 478
AAEL021883-RA AAEL021883 1251
AAEL027002-RN AAEL027002 4856
AAEL006063-RA AAEL006063 941
AAEL006064-RA AAEL006064 1986
AAEL024908-RC AAEL024908 2007
AAEL006065-RA AAEL006065 1073
AAEL006066-RA AAEL006066 523
AAEL006067-RA AAEL006067 549
AAEL006069-RB AAEL006069 1776
AAEL011377-RA AAEL011377 424
AAEL025777-RA AAEL025777 1270
AAEL025778-RA AAEL025778 1906
AAEL011379-RG AAEL011379 580
AAEL015265-RA AAEL015265 1813
AAEL015267-RA AAEL015267 2056
AAEL011830-RD AAEL011830 698
AAEL010050-RA AAEL010050 1181
AAEL010051-RA AAEL010051 1714
AAEL011832-RA AAEL011832 609
AAEL010052-RA AAEL010052 1035
AAEL010053-RB AAEL010053 869
AAEL019601-RE AAEL019601 2744
AAEL023120-RA AAEL023120 2058
AAEL019607-RA AAEL019607 1911
AAEL023125-RB AAEL023125 3363
AAEL010513-RC AAEL010513 1574
AAEL024913-RJ AAEL024913 1637
AAEL006070-RA AAEL006070 766
AAEL006071-RC AAEL006071 3914
AAEL010516-RB AAEL010516 1809
AAEL006073-RA AAEL006073 4048
AAEL027013-RA AAEL027013 867
AAEL006075-RA AAEL006075 967
AAEL021898-RB AAEL021898 754
AAEL006077-RA AAEL006077 1115
AAEL021899-RA AAEL021899 411
AAEL027019-RA AAEL027019 2109
AAEL011381-RA AAEL011381 1406
AAEL011382-RB AAEL011382 2923
AAEL011383-RA AAEL011383 823
AAEL025784-RA AAEL025784 8768
AAEL011385-RB AAEL011385 888
AAEL011386-RC AAEL011386 1134
AAEL025786-RA AAEL025786 898
AAEL011387-RC AAEL011387 1709
AAEL011388-RA AAEL011388 750
AAEL011389-RA AAEL011389 2044
AAEL015271-RB AAEL015271 626
AAEL020570-RA AAEL020570 3407
AAEL020571-RA AAEL020571 1873
AAEL020572-RA AAEL020572 1328
AAEL020573-RA AAEL020573 650
AAEL024463-RA AAEL024463 1283
AAEL011848-RA AAEL011848 1112
AAEL019612-RA AAEL019612 1064
AAEL019613-RA AAEL019613 324
AAEL023135-RA AAEL023135 667
AAEL019619-RA AAEL019619 5169
AAEL024922-RA AAEL024922 1144
AAEL006080-RA AAEL006080 1023
AAEL024925-RA AAEL024925 1897
AAEL009108-RA AAEL009108 2832
AAEL027025-RA AAEL027025 1057
AAEL009109-RA AAEL009109 449
AAEL006087-RA AAEL006087 2697
AAEL014406-RB AAEL014406 2253
AAEL027026-RA AAEL027026 1285
AAEL014408-RC AAEL014408 1812
AAEL007872-RB AAEL007872 880
AAEL011390-RA AAEL011390 756
AAEL015283-RA AAEL015283 1689
AAEL015286-RA AAEL015286 1183
AAEL011850-RA AAEL011850 1444
AAEL024473-RA AAEL024473 331
AAEL024479-RA AAEL024479 4685
AAEL019620-RA AAEL019620 265
AAEL019621-RB AAEL019621 1717
AAEL019626-RA AAEL019626 1630
AAEL024930-RA AAEL024930 4074
AAEL023148-RC AAEL023148 8063
AAEL009110-RB AAEL009110 4210
AAEL009111-RA AAEL009111 1902
AAEL009112-RE AAEL009112 598
AAEL014410-RC AAEL014410 1494
AAEL009114-RK AAEL009114 1648
AAEL014411-RA AAEL014411 1545
AAEL014412-RA AAEL014412 1551
AAEL014413-RA AAEL014413 1562
AAEL014414-RA AAEL014414 1200
AAEL027035-RA AAEL027035 1002
AAEL000016-RA AAEL000016 826
AAEL027036-RA AAEL027036 1778
AAEL018306-RL AAEL018306 3604
AAEL023603-RA AAEL023603 377
AAEL018307-RB AAEL018307 2116
AAEL020599-RA AAEL020599 1547
AAEL024484-RA AAEL024484 1744
AAEL010089-RA AAEL010089 1141
AAEL001351-RA AAEL001351 695
AAEL019639-RA AAEL019639 5555
AAEL023159-RP AAEL023159 2775
AAEL024943-RA AAEL024943 1811
AAEL000024-RC AAEL000024 1276
AAEL014425-RE AAEL014425 5348
AAEL014426-RA AAEL014426 3014
AAEL007892-RA AAEL007892 1942
AAEL014428-RD AAEL014428 2174
AAEL000029-RB AAEL000029 1271
AAEL023613-RA AAEL023613 1456
AAEL023617-RA AAEL023617 1819
AAEL023619-RA AAEL023619 1469
AAEL027507-RA AAEL027507 839
AAEL013107-RF AAEL013107 1000
AAEL013108-RB AAEL013108 3393
AAEL013109-RA AAEL013109 1421
AAEL024497-RC AAEL024497 1995
AAEL005242-RA AAEL005242 8656
AAEL005243-RB AAEL005243 1918
AAEL023161-RA AAEL023161 803
AAEL005247-RA AAEL005247 1131
AAEL023166-RA AAEL023166 1651
AAEL024950-RA AAEL024950 3191
AAEL023169-RA AAEL023169 3900
AAEL024953-RC AAEL024953 1780
AAEL014432-RA AAEL014432 1327
AAEL010557-RA AAEL010557 621
AAEL014433-RA AAEL014433 721
AAEL010558-RA AAEL010558 378
AAEL024958-RA AAEL024958 1090
AAEL010559-RA AAEL010559 2520
AAEL023625-RA AAEL023625 2224
AAEL023626-RA AAEL023626 1152
AAEL023629-RB AAEL023629 1996
AAEL013110-RB AAEL013110 1656
AAEL013111-RD AAEL013111 1442
AAEL027512-RA AAEL027512 977
AAEL013113-RA AAEL013113 857
AAEL013114-RC AAEL013114 993
AAEL013115-RB AAEL013115 2917
AAEL013116-RA AAEL013116 1114
AAEL027517-RA AAEL027517 718
AAEL017003-RC AAEL017003 1076
AAEL017005-RC AAEL017005 1367
AAEL005254-RA AAEL005254 1563
AAEL019656-RG AAEL019656 2453
AAEL024960-RA AAEL024960 979
AAEL010561-RA AAEL010561 953
AAEL010563-RB AAEL010563 1389
AAEL010564-RB AAEL010564 549
AAEL010565-RE AAEL010565 2279
AAEL010567-RB AAEL010567 1038
AAEL010568-RB AAEL010568 3542
AAEL010569-RA AAEL010569 2401
AAEL009149-RA AAEL009149 1425
AAEL027067-RC AAEL027067 1871
AAEL027069-RE AAEL027069 1805
AAEL018331-RA AAEL018331 1930
AAEL005714-RE AAEL005714 1536
AAEL018334-RF AAEL018334 2434
AAEL005717-RA AAEL005717 1225
AAEL005719-RA AAEL005719 2162
AAEL018339-RA AAEL018339 2279
AAEL023635-RA AAEL023635 1449
AAEL027520-RB AAEL027520 2045
AAEL027527-RA AAEL027527 3530
AAEL006589-RB AAEL006589 2443
AAEL014909-RA AAEL014909 677
AAEL017015-RA AAEL017015 868
AAEL022314-RA AAEL022314 908
AAEL022317-RA AAEL022317 2098
AAEL005261-RB AAEL005261 607
AAEL019663-RA AAEL019663 1988
AAEL019664-RA AAEL019664 1854
AAEL019665-RA AAEL019665 1027
AAEL023182-RJ AAEL023182 1637
AAEL005266-RD AAEL005266 454
AAEL019666-RB AAEL019666 844
AAEL023183-RA AAEL023183 739
AAEL010570-RA AAEL010570 1552
AAEL010571-RA AAEL010571 586
AAEL009150-RH AAEL009150 1949
AAEL023189-RD AAEL023189 699
AAEL009151-RA AAEL009151 391
AAEL024973-RA AAEL024973 2145
AAEL009153-RA AAEL009153 967
AAEL009154-RA AAEL009154 1482
AAEL010576-RT AAEL010576 2011
AAEL009155-RB AAEL009155 1141
AAEL010577-RB AAEL010577 1296
AAEL024977-RA AAEL024977 913
AAEL009156-RA AAEL009156 736
AAEL009157-RL AAEL009157 5071
AAEL009158-RA AAEL009158 511
AAEL027078-RA AAEL027078 5936
AAEL005722-RB AAEL005722 809
AAEL005726-RG AAEL005726 4384
AAEL023646-RD AAEL023646 1953
AAEL014910-RA AAEL014910 1583
AAEL006593-RB AAEL006593 963
AAEL027533-RA AAEL027533 1855
AAEL014913-RA AAEL014913 1586
AAEL014915-RA AAEL014915 1140
AAEL027536-RA AAEL027536 424
AAEL006597-RA AAEL006597 1293
AAEL014916-RA AAEL014916 1197
AAEL027539-RC AAEL027539 3850
AAEL004404-RA AAEL004404 326
AAEL022328-RD AAEL022328 4935
AAEL019670-RA AAEL019670 1844
AAEL005271-RB AAEL005271 1775
AAEL019672-RD AAEL019672 1692
AAEL023190-RA AAEL023190 452
AAEL026214-RA AAEL026214 1575
AAEL023193-RC AAEL023193 7121
AAEL005278-RB AAEL005278 2151
AAEL005279-RA AAEL005279 1039
AAEL026218-RA AAEL026218 2137
AAEL024980-RC AAEL024980 10454
AAEL009160-RD AAEL009160 488
AAEL010582-RA AAEL010582 667
AAEL024982-RA AAEL024982 790
AAEL010584-RG AAEL010584 1012
AAEL027083-RA AAEL027083 446
AAEL009167-RA AAEL009167 1241
AAEL000064-RA AAEL000064 1387
AAEL024989-RA AAEL024989 542
AAEL021006-RC AAEL021006 2601
AAEL027088-RA AAEL027088 2372
AAEL027089-RC AAEL027089 772
AAEL018353-RB AAEL018353 501
AAEL023654-RA AAEL023654 1526
AAEL027541-RA AAEL027541 1649
AAEL014924-RC AAEL014924 1498
AAEL004410-RD AAEL004410 3414
AAEL008303-RA AAEL008303 507
AAEL005281-RA AAEL005281 2516
AAEL013600-RE AAEL013600 4900
AAEL008305-RA AAEL008305 286
AAEL008306-RG AAEL008306 4543
AAEL019684-RA AAEL019684 1810
AAEL019685-RG AAEL019685 4588
AAEL008308-RA AAEL008308 568
AAEL019686-RC AAEL019686 2798
AAEL026227-RA AAEL026227 3449
AAEL013608-RA AAEL013608 1056
AAEL010590-RA AAEL010590 1308
AAEL010591-RA AAEL010591 748
AAEL010592-RB AAEL010592 879
AAEL010596-RB AAEL010596 1706
AAEL024997-RA AAEL024997 397
AAEL010598-RA AAEL010598 3416
AAEL021015-RA AAEL021015 953
AAEL021017-RA AAEL021017 2398
AAEL000079-RD AAEL000079 6556
AAEL027099-RH AAEL027099 2359
AAEL021019-RA AAEL021019 668
AAEL023663-RA AAEL023663 919
AAEL009634-RN AAEL009634 959
AAEL009635-RA AAEL009635 1117
AAEL009636-RC AAEL009636 3282
AAEL009637-RA AAEL009637 1022
AAEL009639-RA AAEL009639 515
AAEL022342-RA AAEL022342 1146
AAEL017048-RB AAEL017048 1433
AAEL008313-RA AAEL008313 541
AAEL013611-RA AAEL013611 1588
AAEL008316-RA AAEL008316 616
AAEL026233-RA AAEL026233 552
AAEL019696-RA AAEL019696 7207
AAEL026237-RB AAEL026237 934
AAEL003100-RA AAEL003100 1698
AAEL003103-RC AAEL003103 439
AAEL017503-RB AAEL017503 1667
AAEL021022-RA AAEL021022 807
AAEL000084-RB AAEL000084 355
AAEL003107-RA AAEL003107 1026
AAEL022804-RA AAEL022804 901
AAEL021024-RA AAEL021024 3506
AAEL017508-RE AAEL017508 863
AAEL003109-RC AAEL003109 1640
AAEL022806-RE AAEL022806 1683
AAEL023675-RB AAEL023675 4186
AAEL009640-RF AAEL009640 2682
AAEL009642-RA AAEL009642 998
AAEL009644-RB AAEL009644 1942
AAEL009645-RD AAEL009645 1882
AAEL027562-RC AAEL027562 2408
AAEL009646-RB AAEL009646 1744
AAEL009647-RA AAEL009647 826
AAEL014945-RC AAEL014945 656
AAEL009649-RA AAEL009649 1536
AAEL014946-RA AAEL014946 927
AAEL022352-RA AAEL022352 1060
AAEL017056-RB AAEL017056 566
AAEL013623-RA AAEL013623 975
AAEL026246-RA AAEL026246 1015
AAEL013627-RA AAEL013627 1948
AAEL013628-RB AAEL013628 882
AAEL017515-RI AAEL017515 883
AAEL023680-RC AAEL023680 1522
AAEL005768-RA AAEL005768 482
AAEL009650-RC AAEL009650 931
AAEL009653-RA AAEL009653 397
AAEL009656-RA AAEL009656 1535
AAEL009657-RA AAEL009657 697
AAEL017061-RA AAEL017061 1513
AAEL022361-RA AAEL022361 1095
AAEL008334-RN AAEL008334 6258
AAEL013633-RE AAEL013633 548
AAEL026253-RA AAEL026253 7580
AAEL026256-RA AAEL026256 1387
AAEL026257-RA AAEL026257 1239
AAEL017524-RA AAEL017524 1551
AAEL022820-RA AAEL022820 319
AAEL022823-RA AAEL022823 442
AAEL005770-RA AAEL005770 529
AAEL026710-RA AAEL026710 4743
AAEL005772-RA AAEL005772 415
AAEL005773-RB AAEL005773 1334
AAEL005774-RB AAEL005774 3956
AAEL026714-RA AAEL026714 3199
AAEL005777-RD AAEL005777 654
AAEL023695-RA AAEL023695 5660
AAEL027581-RC AAEL027581 905
AAEL014965-RH AAEL014965 2247
AAEL027589-RB AAEL027589 4723
AAEL017079-RA AAEL017079 1150
AAEL022378-RB AAEL022378 2107
AAEL008341-RA AAEL008341 1296
AAEL008342-RD AAEL008342 1882
AAEL026260-RA AAEL026260 5082
AAEL008346-RA AAEL008346 869
AAEL008347-RC AAEL008347 1759
AAEL017533-RB AAEL017533 1693
AAEL021054-RB AAEL021054 2587
AAEL026721-RA AAEL026721 2136
AAEL007029-RF AAEL007029 1387
AAEL005787-RA AAEL005787 1215
AAEL005789-RA AAEL005789 586
AAEL027595-RA AAEL027595 722
AAEL021514-RA AAEL021514 1003
AAEL027597-RA AAEL027597 3295
AAEL017081-RA AAEL017081 232
AAEL025404-RB AAEL025404 3151
AAEL008350-RA AAEL008350 833
AAEL022389-RA AAEL022389 718
AAEL013652-RA AAEL013652 1892
AAEL013653-RK AAEL013653 1776
AAEL026274-RB AAEL026274 976
AAEL013656-RA AAEL013656 966
AAEL021061-RA AAEL021061 577
AAEL021067-RA AAEL021067 884
AAEL021068-RA AAEL021068 809
AAEL007030-RD AAEL007030 2105
AAEL005790-RA AAEL005790 1979
AAEL005791-RB AAEL005791 6575
AAEL007034-RA AAEL007034 519
AAEL005792-RA AAEL005792 1748
AAEL026731-RA AAEL026731 1706
AAEL005793-RB AAEL005793 2649
AAEL026734-RA AAEL026734 749
AAEL007038-RB AAEL007038 1656
AAEL005796-RB AAEL005796 620
AAEL007039-RB AAEL007039 566
AAEL005798-RA AAEL005798 1488
AAEL005799-RB AAEL005799 2457
AAEL003600-RA AAEL003600 938
AAEL003601-RA AAEL003601 950
AAEL021520-RE AAEL021520 3977
AAEL003605-RB AAEL003605 3974
AAEL003606-RA AAEL003606 1281
AAEL011012-RB AAEL011012 1087
AAEL011013-RC AAEL011013 2456
AAEL011014-RA AAEL011014 322
AAEL011017-RA AAEL011017 2242
AAEL011019-RA AAEL011019 1477
AAEL022397-RB AAEL022397 1523
AAEL013661-RA AAEL013661 390
AAEL013662-RB AAEL013662 928
AAEL020203-RA AAEL020203 7258
AAEL026287-RD AAEL026287 2375
AAEL020206-RA AAEL020206 475
AAEL003154-RA AAEL003154 944
AAEL022852-RA AAEL022852 1314
AAEL003156-RB AAEL003156 911
AAEL022855-RB AAEL022855 1576
AAEL007040-RB AAEL007040 1539
AAEL012340-RA AAEL012340 1204
AAEL012341-RB AAEL012341 1639
AAEL012342-RA AAEL012342 1215
AAEL012343-RA AAEL012343 1281
AAEL026743-RA AAEL026743 977
AAEL012344-RB AAEL012344 1191
AAEL026744-RB AAEL026744 951
AAEL012347-RA AAEL012347 3974
AAEL026747-RA AAEL026747 1368
AAEL012349-RA AAEL012349 1212
AAEL003611-RB AAEL003611 1088
AAEL003613-RA AAEL003613 975
AAEL014993-RB AAEL014993 2159
AAEL014994-RB AAEL014994 634
AAEL014995-RB AAEL014995 1318
AAEL021538-RA AAEL021538 3783
AAEL007500-RA AAEL007500 1003
AAEL007501-RB AAEL007501 1692
AAEL011021-RA AAEL011021 916
AAEL011022-RA AAEL011022 533
AAEL011023-RE AAEL011023 3478
AAEL007507-RA AAEL007507 1989
AAEL007508-RA AAEL007508 859
AAEL012805-RB AAEL012805 1116
AAEL025425-RA AAEL025425 618
AAEL007509-RA AAEL007509 667
AAEL012809-RC AAEL012809 955
AAEL026296-RA AAEL026296 913
AAEL026297-RB AAEL026297 3372
AAEL013679-RA AAEL013679 526
AAEL020219-RB AAEL020219 1011
AAEL003160-RA AAEL003160 203
AAEL003161-RA AAEL003161 1366
AAEL017562-RB AAEL017562 598
AAEL003163-RB AAEL003163 1307
AAEL024103-RA AAEL024103 1048
AAEL003165-RA AAEL003165 481
AAEL017566-RC AAEL017566 2752
AAEL022863-RA AAEL022863 898
AAEL021084-RF AAEL021084 5937
AAEL012350-RB AAEL012350 1186
AAEL026758-RA AAEL026758 1210
AAEL003622-RC AAEL003622 1189
AAEL021542-RB AAEL021542 1978
AAEL003628-RA AAEL003628 1127
AAEL003629-RA AAEL003629 1141
AAEL021548-RA AAEL021548 6010
AAEL007511-RB AAEL007511 988
AAEL007512-RA AAEL007512 2236
AAEL007514-RB AAEL007514 971
AAEL025433-RA AAEL025433 1651
AAEL007518-RI AAEL007518 465
AAEL007519-RA AAEL007519 1073
AAEL025438-RA AAEL025438 1100
AAEL013682-RA AAEL013682 1596
AAEL013683-RA AAEL013683 659
AAEL013684-RB AAEL013684 853
AAEL003170-RB AAEL003170 2114
AAEL017570-RA AAEL017570 517
AAEL017572-RA AAEL017572 1771
AAEL003173-RB AAEL003173 1307
AAEL022870-RA AAEL022870 1150
AAEL003176-RA AAEL003176 1963
AAEL003177-RA AAEL003177 353
AAEL022873-RA AAEL022873 802
AAEL003179-RB AAEL003179 1095
AAEL026762-RA AAEL026762 1116
AAEL003631-RA AAEL003631 1199
AAEL003632-RA AAEL003632 1216
AAEL003634-RA AAEL003634 981
AAEL021550-RA AAEL021550 359
AAEL021554-RD AAEL021554 4805
AAEL021555-RA AAEL021555 1771
AAEL021556-RS AAEL021556 9069
AAEL012820-RA AAEL012820 866
AAEL012822-RC AAEL012822 788
AAEL012825-RA AAEL012825 1770
AAEL012826-RA AAEL012826 1856
AAEL012827-RA AAEL012827 2386
AAEL020230-RG AAEL020230 4262
AAEL013692-RA AAEL013692 2644
AAEL008397-RB AAEL008397 651
AAEL008398-RB AAEL008398 7790
AAEL020236-RB AAEL020236 6355
AAEL020238-RA AAEL020238 862
AAEL003180-RA AAEL003180 494
AAEL003181-RA AAEL003181 1684
AAEL003182-RA AAEL003182 1254
AAEL003183-RA AAEL003183 782
AAEL025902-RA AAEL025902 847
AAEL003184-RD AAEL003184 1715
AAEL003187-RA AAEL003187 1690
AAEL025906-RB AAEL025906 925
AAEL028002-RB AAEL028002 912
AAEL025907-RA AAEL025907 1403
AAEL024128-RA AAEL024128 1020
AAEL007078-RA AAEL007078 3398
AAEL003645-RA AAEL003645 1170
AAEL025451-RA AAEL025451 1036
AAEL002321-RB AAEL002321 1646
AAEL020242-RA AAEL020242 1176
AAEL006202-RA AAEL006202 1189
AAEL006208-RA AAEL006208 3193
AAEL006209-RA AAEL006209 2282
AAEL003190-RA AAEL003190 494
AAEL003193-RB AAEL003193 1142
AAEL003194-RA AAEL003194 2109
AAEL025913-RA AAEL025913 965
AAEL003196-RA AAEL003196 1684
AAEL003198-RA AAEL003198 1669
AAEL028013-RA AAEL028013 1466
AAEL028015-RA AAEL028015 750
AAEL001005-RA AAEL001005 1221
AAEL001008-RA AAEL001008 1458
AAEL001009-RB AAEL001009 2605
AAEL012387-RA AAEL012387 900
AAEL012388-RA AAEL012388 1426
AAEL012389-RA AAEL012389 970
AAEL026789-RB AAEL026789 1269
AAEL020709-RJ AAEL020709 1613
AAEL021570-RA AAEL021570 2060
AAEL012845-RA AAEL012845 1299
AAEL025467-RA AAEL025467 2261
AAEL025468-RA AAEL025468 1190
AAEL002331-RA AAEL002331 1213
AAEL002335-RC AAEL002335 7636
AAEL020256-RB AAEL020256 2698
AAEL011522-RE AAEL011522 631
AAEL028021-RF AAEL028021 2067
AAEL024147-RD AAEL024147 1068
AAEL025929-RA AAEL025929 694
AAEL028025-RA AAEL028025 2731
AAEL015411-RC AAEL015411 2426
AAEL012390-RB AAEL012390 1394
AAEL012391-RD AAEL012391 1749
AAEL012392-RA AAEL012392 1985
AAEL012393-RJ AAEL012393 2995
AAEL012394-RB AAEL012394 1656
AAEL012395-RB AAEL012395 4070
AAEL020714-RA AAEL020714 2071
AAEL026796-RB AAEL026796 1256
AAEL020715-RA AAEL020715 674
AAEL012397-RA AAEL012397 807
AAEL012398-RB AAEL012398 932
AAEL024602-RA AAEL024602 1129
AAEL010205-RH AAEL010205 496
AAEL010206-RA AAEL010206 1650
AAEL012859-RA AAEL012859 720
AAEL002343-RB AAEL002343 1796
AAEL002346-RE AAEL002346 5771
AAEL020264-RC AAEL020264 7052
AAEL002348-RB AAEL002348 1570
AAEL028036-RA AAEL028036 1139
AAEL002800-RA AAEL002800 6557
AAEL002801-RA AAEL002801 1155
AAEL028039-RA AAEL028039 784
AAEL002803-RC AAEL002803 684
AAEL002804-RA AAEL002804 2326
AAEL002805-RA AAEL002805 701
AAEL002808-RA AAEL002808 919
AAEL002809-RB AAEL002809 899
AAEL010214-RA AAEL010214 1847
AAEL021592-RC AAEL021592 1956
AAEL024616-RB AAEL024616 1139
AAEL012860-RA AAEL012860 714
AAEL012861-RC AAEL012861 4089
AAEL012863-RA AAEL012863 712
AAEL012864-RA AAEL012864 708
AAEL012865-RA AAEL012865 814
AAEL012866-RA AAEL012866 718
AAEL012867-RB AAEL012867 738
AAEL012868-RA AAEL012868 784
AAEL025488-RD AAEL025488 2768
AAEL002354-RF AAEL002354 2249
AAEL002357-RB AAEL002357 7050
AAEL024164-RA AAEL024164 1318
AAEL002810-RA AAEL002810 2203
AAEL002811-RA AAEL002811 421
AAEL028049-RA AAEL028049 1015
AAEL002812-RA AAEL002812 253
AAEL002813-RA AAEL002813 319
AAEL002814-RA AAEL002814 1295
AAEL002816-RA AAEL002816 957
AAEL002817-RB AAEL002817 368
AAEL012870-RA AAEL012870 715
AAEL007579-RC AAEL007579 2308
AAEL020285-RA AAEL020285 331
AAEL028052-RA AAEL028052 903
AAEL025958-RA AAEL025958 1009
AAEL024179-RC AAEL024179 1194
AAEL028056-RB AAEL028056 4606
AAEL015442-RB AAEL015442 2074
AAEL020745-RA AAEL020745 439
AAEL020748-RA AAEL020748 1574
AAEL006707-RA AAEL006707 2076
AAEL006708-RA AAEL006708 1263
AAEL024630-RA AAEL024630 379
AAEL024631-RA AAEL024631 307
AAEL007584-RA AAEL007584 758
AAEL007586-RA AAEL007586 5674
AAEL007587-RB AAEL007587 401
AAEL018003-RB AAEL018003 284
AAEL018005-RB AAEL018005 1243
AAEL023307-RA AAEL023307 1918
AAEL023309-RA AAEL023309 1515
AAEL024184-RA AAEL024184 3526
AAEL025966-RA AAEL025966 6176
AAEL025969-RA AAEL025969 2306
AAEL015451-RA AAEL015451 484
AAEL001054-RB AAEL001054 655
AAEL006711-RI AAEL006711 762
AAEL020753-RA AAEL020753 768
AAEL006712-RA AAEL006712 932
AAEL015458-RA AAEL015458 1900
AAEL006713-RA AAEL006713 738
AAEL001059-RA AAEL001059 646
AAEL006715-RA AAEL006715 1965
AAEL020757-RA AAEL020757 647
AAEL014125-RB AAEL014125 1415
AAEL007591-RA AAEL007591 454
AAEL007592-RA AAEL007592 457
AAEL007593-RA AAEL007593 1082
AAEL007595-RC AAEL007595 1307
AAEL007597-RA AAEL007597 1207
AAEL007598-RA AAEL007598 1839
AAEL027207-RA AAEL027207 587
AAEL027209-RA AAEL027209 1674
AAEL028070-RA AAEL028070 992
AAEL025976-RC AAEL025976 3561
AAEL011578-RA AAEL011578 1583
AAEL001060-RC AAEL001060 2966
AAEL001061-RA AAEL001061 649
AAEL001062-RB AAEL001062 1977
AAEL001063-RA AAEL001063 1591
AAEL001065-RA AAEL001065 574
AAEL015465-RB AAEL015465 1189
AAEL020762-RA AAEL020762 1159
AAEL001067-RA AAEL001067 1528
AAEL001068-RA AAEL001068 504
AAEL020768-RA AAEL020768 3970
AAEL014130-RC AAEL014130 1323
AAEL024655-RA AAEL024655 5145
AAEL024657-RA AAEL024657 1743
AAEL014134-RD AAEL014134 2204
AAEL005400-RS AAEL005400 1370
AAEL005401-RA AAEL005401 920
AAEL005402-RB AAEL005402 2366
AAEL005403-RA AAEL005403 987
AAEL005405-RA AAEL005405 1179
AAEL023321-RA AAEL023321 1910
AAEL005406-RA AAEL005406 1196
AAEL005407-RE AAEL005407 962
