annot	freq_in_pop	freq_in_int	total_ano_in_pop	total_ano_in_int	pval	pval_adj
F-box-like	56	20	17435	3712	0.00919194158006572	0.232506662280845
HEAT_EZ	3	3	17435	3712	0.00964454420512367	0.232506662280845
Helicase_C_2	3	3	17435	3712	0.00964454420512367	0.232506662280845
IMS	3	3	17435	3712	0.00964454420512367	0.232506662280845
IMS_C	3	3	17435	3712	0.00964454420512367	0.232506662280845
KH_1	22	10	17435	3712	0.00965774728630913	0.232506662280845
MBT	3	3	17435	3712	0.00964454420512367	0.232506662280845
MutS_II	3	3	17435	3712	0.00964454420512367	0.232506662280845
MutS_III	3	3	17435	3712	0.00964454420512367	0.232506662280845
MutS_IV	3	3	17435	3712	0.00964454420512367	0.232506662280845
MutS_V	3	3	17435	3712	0.00964454420512367	0.232506662280845
PAP_assoc	5	4	17435	3712	0.0085142314892432	0.232506662280845
Phosphodiest	5	4	17435	3712	0.0085142314892432	0.232506662280845
PTCB-BRCT	5	4	17435	3712	0.0085142314892432	0.232506662280845
Rad4	5	4	17435	3712	0.0085142314892432	0.232506662280845
Rad51	5	4	17435	3712	0.0085142314892432	0.232506662280845
Rep_fac_C	5	4	17435	3712	0.0085142314892432	0.232506662280845
Toprim	3	3	17435	3712	0.00964454420512367	0.232506662280845
Utp12	3	3	17435	3712	0.00964454420512367	0.232506662280845
WHEP-TRS	3	3	17435	3712	0.00964454420512367	0.232506662280845
zf-C3HC4	5	4	17435	3712	0.0085142314892432	0.232506662280845
Bromodomain	19	9	17435	3712	0.0101374801034065	0.240466991276392
Ribosomal_L7Ae	8	5	17435	3712	0.0136698377400946	0.314992118211036
zf-CCHC	8	5	17435	3712	0.0136698377400946	0.314992118211036
PWWP	14	7	17435	3712	0.0163366626533773	0.37114136422391
2OG-FeII_Oxy_2	3	2	17435	3712	0.116667789590767	0.38370490232676
40S_SA_C	1	1	17435	3712	0.212905075996559	0.38370490232676
53-BP1_Tudor	1	1	17435	3712	0.212905075996559	0.38370490232676
A_deamin	1	1	17435	3712	0.212905075996559	0.38370490232676
AAA	39	13	17435	3712	0.0553409314070432	0.38370490232676
AAA_16	4	2	17435	3712	0.20091360035154	0.38370490232676
AAA_23	4	2	17435	3712	0.20091360035154	0.38370490232676
AAA_30	1	1	17435	3712	0.212905075996559	0.38370490232676
AAA_33	3	2	17435	3712	0.116667789590767	0.38370490232676
AAA_assoc_2	1	1	17435	3712	0.212905075996559	0.38370490232676
AARP2CN	2	2	17435	3712	0.0453189593336714	0.38370490232676
AATF-Che1	1	1	17435	3712	0.212905075996559	0.38370490232676
Acetyltransf_13	2	2	17435	3712	0.0453189593336714	0.38370490232676
ACPS	1	1	17435	3712	0.212905075996559	0.38370490232676
AF-4	1	1	17435	3712	0.212905075996559	0.38370490232676
AIF_C	1	1	17435	3712	0.212905075996559	0.38370490232676
AKAP2_C	1	1	17435	3712	0.212905075996559	0.38370490232676
Ala_racemase_N	1	1	17435	3712	0.212905075996559	0.38370490232676
ALG3	1	1	17435	3712	0.212905075996559	0.38370490232676
ALMS_motif	1	1	17435	3712	0.212905075996559	0.38370490232676
An_peroxidase	15	6	17435	3712	0.0791048207549591	0.38370490232676
ANAPC4	1	1	17435	3712	0.212905075996559	0.38370490232676
ANAPC4_WD40	11	4	17435	3712	0.190772905545237	0.38370490232676
ANAPC5	1	1	17435	3712	0.212905075996559	0.38370490232676
ANAPC8	1	1	17435	3712	0.212905075996559	0.38370490232676
Anillin	2	2	17435	3712	0.0453189593336714	0.38370490232676
Aquarius_N	1	1	17435	3712	0.212905075996559	0.38370490232676
Arg_tRNA_synt_N	1	1	17435	3712	0.212905075996559	0.38370490232676
Arginase	1	1	17435	3712	0.212905075996559	0.38370490232676
Arginosuc_synth	1	1	17435	3712	0.212905075996559	0.38370490232676
ARID	7	3	17435	3712	0.170891551312786	0.38370490232676
AROS	1	1	17435	3712	0.212905075996559	0.38370490232676
Arv1	1	1	17435	3712	0.212905075996559	0.38370490232676
ASH	1	1	17435	3712	0.212905075996559	0.38370490232676
ATP_bind_1	3	2	17435	3712	0.116667789590767	0.38370490232676
ATP_Ca_trans_C	1	1	17435	3712	0.212905075996559	0.38370490232676
ATP-cone	2	2	17435	3712	0.0453189593336714	0.38370490232676
Atrophin-1	1	1	17435	3712	0.212905075996559	0.38370490232676
Auts2	1	1	17435	3712	0.212905075996559	0.38370490232676
AXH	1	1	17435	3712	0.212905075996559	0.38370490232676
Axin_b-cat_bind	1	1	17435	3712	0.212905075996559	0.38370490232676
B3_4	2	2	17435	3712	0.0453189593336714	0.38370490232676
B5	1	1	17435	3712	0.212905075996559	0.38370490232676
BAF250_C	1	1	17435	3712	0.212905075996559	0.38370490232676
BAR_3	3	2	17435	3712	0.116667789590767	0.38370490232676
BCAS2	1	1	17435	3712	0.212905075996559	0.38370490232676
BCNT	1	1	17435	3712	0.212905075996559	0.38370490232676
BEN	12	5	17435	3712	0.0908808876135707	0.38370490232676
BET	1	1	17435	3712	0.212905075996559	0.38370490232676
Beta-Casp	4	3	17435	3712	0.0324219788299938	0.38370490232676
Beta-TrCP_D	1	1	17435	3712	0.212905075996559	0.38370490232676
BHD_2	1	1	17435	3712	0.212905075996559	0.38370490232676
Bin3	2	2	17435	3712	0.0453189593336714	0.38370490232676
BING4CT	1	1	17435	3712	0.212905075996559	0.38370490232676
Biopterin_H	4	2	17435	3712	0.20091360035154	0.38370490232676
BNIP2	1	1	17435	3712	0.212905075996559	0.38370490232676
BOP1NT	1	1	17435	3712	0.212905075996559	0.38370490232676
BORA_N	1	1	17435	3712	0.212905075996559	0.38370490232676
Borealin	2	2	17435	3712	0.0453189593336714	0.38370490232676
BP28CT	1	1	17435	3712	0.212905075996559	0.38370490232676
BRCA-2_helical	1	1	17435	3712	0.212905075996559	0.38370490232676
BRCA-2_OB1	1	1	17435	3712	0.212905075996559	0.38370490232676
BRCA-2_OB3	1	1	17435	3712	0.212905075996559	0.38370490232676
BRCA2	1	1	17435	3712	0.212905075996559	0.38370490232676
BRD4_CDT	1	1	17435	3712	0.212905075996559	0.38370490232676
BTB	65	18	17435	3712	0.13420853481523	0.38370490232676
Bystin	1	1	17435	3712	0.212905075996559	0.38370490232676
C1_4	1	1	17435	3712	0.212905075996559	0.38370490232676
C5-epim_C	1	1	17435	3712	0.212905075996559	0.38370490232676
CAF1A	1	1	17435	3712	0.212905075996559	0.38370490232676
CAF1C_H4-bd	2	2	17435	3712	0.0453189593336714	0.38370490232676
CALM_bind	1	1	17435	3712	0.212905075996559	0.38370490232676
CaMKII_AD	1	1	17435	3712	0.212905075996559	0.38370490232676
Cas1_AcylT	1	1	17435	3712	0.212905075996559	0.38370490232676
Cation_ATPase_C	4	2	17435	3712	0.20091360035154	0.38370490232676
Cation_ATPase_N	4	2	17435	3712	0.20091360035154	0.38370490232676
CBF	3	2	17435	3712	0.116667789590767	0.38370490232676
CBFD_NFYB_HMF	7	3	17435	3712	0.170891551312786	0.38370490232676
CDC45	1	1	17435	3712	0.212905075996559	0.38370490232676
Cdc6_C	2	2	17435	3712	0.0453189593336714	0.38370490232676
CDV3	1	1	17435	3712	0.212905075996559	0.38370490232676
CHDCT2	1	1	17435	3712	0.212905075996559	0.38370490232676
CHDNT	1	1	17435	3712	0.212905075996559	0.38370490232676
Chromo	11	5	17435	3712	0.063875958881388	0.38370490232676
Chromo_shadow	4	2	17435	3712	0.20091360035154	0.38370490232676
Cid2	1	1	17435	3712	0.212905075996559	0.38370490232676
CIDE-N	4	2	17435	3712	0.20091360035154	0.38370490232676
CK1gamma_C	1	1	17435	3712	0.212905075996559	0.38370490232676
Cmyb_C	1	1	17435	3712	0.212905075996559	0.38370490232676
Cnd1	2	2	17435	3712	0.0453189593336714	0.38370490232676
Cnd1_N	1	1	17435	3712	0.212905075996559	0.38370490232676
Cnd2	1	1	17435	3712	0.212905075996559	0.38370490232676
Cnd3	1	1	17435	3712	0.212905075996559	0.38370490232676
Codanin-1_C	1	1	17435	3712	0.212905075996559	0.38370490232676
Cohesin_HEAT	1	1	17435	3712	0.212905075996559	0.38370490232676
Coilin_N	1	1	17435	3712	0.212905075996559	0.38370490232676
COMPASS-Shg1	1	1	17435	3712	0.212905075996559	0.38370490232676
COPIIcoated_ERV	1	1	17435	3712	0.212905075996559	0.38370490232676
CortBP2	1	1	17435	3712	0.212905075996559	0.38370490232676
CPL	1	1	17435	3712	0.212905075996559	0.38370490232676
CPSase_L_D2	4	2	17435	3712	0.20091360035154	0.38370490232676
CPSase_L_D3	1	1	17435	3712	0.212905075996559	0.38370490232676
CPSase_sm_chain	1	1	17435	3712	0.212905075996559	0.38370490232676
CPSF_A	3	2	17435	3712	0.116667789590767	0.38370490232676
CPSF100_C	1	1	17435	3712	0.212905075996559	0.38370490232676
CPSF73-100_C	1	1	17435	3712	0.212905075996559	0.38370490232676
Creb_binding	1	1	17435	3712	0.212905075996559	0.38370490232676
CSD	4	2	17435	3712	0.20091360035154	0.38370490232676
CSRNP_N	1	1	17435	3712	0.212905075996559	0.38370490232676
CSTF_C	1	1	17435	3712	0.212905075996559	0.38370490232676
CSTF1_dimer	1	1	17435	3712	0.212905075996559	0.38370490232676
CSTF2_hinge	1	1	17435	3712	0.212905075996559	0.38370490232676
CTP_synth_N	1	1	17435	3712	0.212905075996559	0.38370490232676
CTU2	1	1	17435	3712	0.212905075996559	0.38370490232676
Cupin_4	1	1	17435	3712	0.212905075996559	0.38370490232676
CytochromB561_N	1	1	17435	3712	0.212905075996559	0.38370490232676
D123	1	1	17435	3712	0.212905075996559	0.38370490232676
DAGAT	1	1	17435	3712	0.212905075996559	0.38370490232676
Dak2	1	1	17435	3712	0.212905075996559	0.38370490232676
DAZAP2	1	1	17435	3712	0.212905075996559	0.38370490232676
DBP10CT	1	1	17435	3712	0.212905075996559	0.38370490232676
DBR1	1	1	17435	3712	0.212905075996559	0.38370490232676
DCAF15_WD40	1	1	17435	3712	0.212905075996559	0.38370490232676
Dcc1	1	1	17435	3712	0.212905075996559	0.38370490232676
dCMP_cyt_deam_1	4	2	17435	3712	0.20091360035154	0.38370490232676
DCP1	1	1	17435	3712	0.212905075996559	0.38370490232676
DDT	3	2	17435	3712	0.116667789590767	0.38370490232676
DEAD_2	4	3	17435	3712	0.0324219788299938	0.38370490232676
Death_2	1	1	17435	3712	0.212905075996559	0.38370490232676
DEK_C	3	2	17435	3712	0.116667789590767	0.38370490232676
Det1	1	1	17435	3712	0.212905075996559	0.38370490232676
DFP	1	1	17435	3712	0.212905075996559	0.38370490232676
DGCR6	1	1	17435	3712	0.212905075996559	0.38370490232676
DHFR_1	1	1	17435	3712	0.212905075996559	0.38370490232676
DKCLD	1	1	17435	3712	0.212905075996559	0.38370490232676
DMAP1	1	1	17435	3712	0.212905075996559	0.38370490232676
DNA_gyraseB	1	1	17435	3712	0.212905075996559	0.38370490232676
DNA_ligase_A_C	2	2	17435	3712	0.0453189593336714	0.38370490232676
DNA_ligase_A_M	2	2	17435	3712	0.0453189593336714	0.38370490232676
DNA_ligase_A_N	2	2	17435	3712	0.0453189593336714	0.38370490232676
DNA_methylase	1	1	17435	3712	0.212905075996559	0.38370490232676
DNA_mis_repair	2	2	17435	3712	0.0453189593336714	0.38370490232676
DNA_pol_A	2	2	17435	3712	0.0453189593336714	0.38370490232676
DNA_pol_alpha_N	1	1	17435	3712	0.212905075996559	0.38370490232676
DNA_pol_E_B	6	3	17435	3712	0.115334403235044	0.38370490232676
DNA_pol_phi	1	1	17435	3712	0.212905075996559	0.38370490232676
DNA_primase_lrg	1	1	17435	3712	0.212905075996559	0.38370490232676
DNA_primase_S	1	1	17435	3712	0.212905075996559	0.38370490232676
DNA_topoisoIV	1	1	17435	3712	0.212905075996559	0.38370490232676
Dna2	1	1	17435	3712	0.212905075996559	0.38370490232676
DNase_II	1	1	17435	3712	0.212905075996559	0.38370490232676
DOT1	1	1	17435	3712	0.212905075996559	0.38370490232676
DP	1	1	17435	3712	0.212905075996559	0.38370490232676
DPCD	1	1	17435	3712	0.212905075996559	0.38370490232676
Dpoe2NT	1	1	17435	3712	0.212905075996559	0.38370490232676
Drc1-Sld2	1	1	17435	3712	0.212905075996559	0.38370490232676
DRIM	1	1	17435	3712	0.212905075996559	0.38370490232676
DS	1	1	17435	3712	0.212905075996559	0.38370490232676
DSPc	13	5	17435	3712	0.12276973590238	0.38370490232676
DSPn	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF1086	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF1087	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF1487	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF1647	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF1726	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF1744	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF1777	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF2013	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF2039	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF2040	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF2052	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF2428	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF2462	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF2756	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF3337	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF3338	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF3342	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF3361	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF3381	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF3512	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF3523	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF3524	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF3538	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF3668	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF3736	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF3752	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF4042	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF4200	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF4414	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF4477	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF4506	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF4801	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF4807	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF4820	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF4976	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF560	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF647	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF812	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF872	1	1	17435	3712	0.212905075996559	0.38370490232676
DUF902	1	1	17435	3712	0.212905075996559	0.38370490232676
dUTPase	1	1	17435	3712	0.212905075996559	0.38370490232676
DWNN	1	1	17435	3712	0.212905075996559	0.38370490232676
Dymeclin	1	1	17435	3712	0.212905075996559	0.38370490232676
Dzip-like_N	1	1	17435	3712	0.212905075996559	0.38370490232676
E2F_CC-MB	1	1	17435	3712	0.212905075996559	0.38370490232676
E3_binding	1	1	17435	3712	0.212905075996559	0.38370490232676
E3_UbLigase_EDD	1	1	17435	3712	0.212905075996559	0.38370490232676
EAF	1	1	17435	3712	0.212905075996559	0.38370490232676
Eaf7	1	1	17435	3712	0.212905075996559	0.38370490232676
Ebp2	1	1	17435	3712	0.212905075996559	0.38370490232676
EF-1_beta_acid	2	2	17435	3712	0.0453189593336714	0.38370490232676
EF-hand_2	2	2	17435	3712	0.0453189593336714	0.38370490232676
EF-hand_3	1	1	17435	3712	0.212905075996559	0.38370490232676
EF-hand_4	4	2	17435	3712	0.20091360035154	0.38370490232676
EF1_GNE	2	2	17435	3712	0.0453189593336714	0.38370490232676
EF1G	1	1	17435	3712	0.212905075996559	0.38370490232676
EFG_C	6	3	17435	3712	0.115334403235044	0.38370490232676
EFG_II	5	3	17435	3712	0.0682835998411198	0.38370490232676
EFG_IV	3	2	17435	3712	0.116667789590767	0.38370490232676
EFTUD2	1	1	17435	3712	0.212905075996559	0.38370490232676
EHN	2	2	17435	3712	0.0453189593336714	0.38370490232676
eIF-6	1	1	17435	3712	0.212905075996559	0.38370490232676
EIF4E-T	2	2	17435	3712	0.0453189593336714	0.38370490232676
ELL	1	1	17435	3712	0.212905075996559	0.38370490232676
ELM2	5	3	17435	3712	0.0682835998411198	0.38370490232676
ELYS	1	1	17435	3712	0.212905075996559	0.38370490232676
ELYS-bb	1	1	17435	3712	0.212905075996559	0.38370490232676
EMG1	1	1	17435	3712	0.212905075996559	0.38370490232676
ENT	1	1	17435	3712	0.212905075996559	0.38370490232676
EphA2_TM	1	1	17435	3712	0.212905075996559	0.38370490232676
Ephrin_lbd	1	1	17435	3712	0.212905075996559	0.38370490232676
EPL1	3	2	17435	3712	0.116667789590767	0.38370490232676
ERCC3_RAD25_C	1	1	17435	3712	0.212905075996559	0.38370490232676
ERGIC_N	1	1	17435	3712	0.212905075996559	0.38370490232676
EST1	3	2	17435	3712	0.116667789590767	0.38370490232676
EST1_DNA_bind	3	2	17435	3712	0.116667789590767	0.38370490232676
F_actin_bind	1	1	17435	3712	0.212905075996559	0.38370490232676
FACT-Spt16_Nlob	1	1	17435	3712	0.212905075996559	0.38370490232676
FAM117	1	1	17435	3712	0.212905075996559	0.38370490232676
FAM193_C	1	1	17435	3712	0.212905075996559	0.38370490232676
FancD2	1	1	17435	3712	0.212905075996559	0.38370490232676
FANCL_C	1	1	17435	3712	0.212905075996559	0.38370490232676
Fanconi_A_N	1	1	17435	3712	0.212905075996559	0.38370490232676
FAR1	1	1	17435	3712	0.212905075996559	0.38370490232676
FAT	7	3	17435	3712	0.170891551312786	0.38370490232676
FATC	6	3	17435	3712	0.115334403235044	0.38370490232676
Fcf1	2	2	17435	3712	0.0453189593336714	0.38370490232676
Fcf2	1	1	17435	3712	0.212905075996559	0.38370490232676
FDF	2	2	17435	3712	0.0453189593336714	0.38370490232676
FHA	18	7	17435	3712	0.0686699377942175	0.38370490232676
Fibrillarin	1	1	17435	3712	0.212905075996559	0.38370490232676
Fic	1	1	17435	3712	0.212905075996559	0.38370490232676
fn3_4	1	1	17435	3712	0.212905075996559	0.38370490232676
FragX_IP	1	1	17435	3712	0.212905075996559	0.38370490232676
FSH1	1	1	17435	3712	0.212905075996559	0.38370490232676
FtsJ	6	4	17435	3712	0.0212327964471956	0.38370490232676
FXMRP1_C_core	1	1	17435	3712	0.212905075996559	0.38370490232676
G-patch_2	1	1	17435	3712	0.212905075996559	0.38370490232676
GABP-alpha	1	1	17435	3712	0.212905075996559	0.38370490232676
GAGA	1	1	17435	3712	0.212905075996559	0.38370490232676
Gar1	2	2	17435	3712	0.0453189593336714	0.38370490232676
GATase	3	2	17435	3712	0.116667789590767	0.38370490232676
Gate	1	1	17435	3712	0.212905075996559	0.38370490232676
Gcd10p	1	1	17435	3712	0.212905075996559	0.38370490232676
GCD14	1	1	17435	3712	0.212905075996559	0.38370490232676
GCOM2	1	1	17435	3712	0.212905075996559	0.38370490232676
Geminin	1	1	17435	3712	0.212905075996559	0.38370490232676
GLE1	1	1	17435	3712	0.212905075996559	0.38370490232676
Glyco_hydro_30	1	1	17435	3712	0.212905075996559	0.38370490232676
Glyco_hydro_30C	1	1	17435	3712	0.212905075996559	0.38370490232676
Glyco_transf_7C	4	2	17435	3712	0.20091360035154	0.38370490232676
Glyco_transf_7N	3	2	17435	3712	0.116667789590767	0.38370490232676
GN3L_Grn1	1	1	17435	3712	0.212905075996559	0.38370490232676
GNAT_acetyltr_2	1	1	17435	3712	0.212905075996559	0.38370490232676
GrpE	1	1	17435	3712	0.212905075996559	0.38370490232676
GTP_EFTU	19	7	17435	3712	0.0894674953956332	0.38370490232676
GTP_EFTU_D2	10	5	17435	3712	0.0420467943568972	0.38370490232676
HA2	13	6	17435	3712	0.0398587303514757	0.38370490232676
HARP	1	1	17435	3712	0.212905075996559	0.38370490232676
HAT_KAT11	1	1	17435	3712	0.212905075996559	0.38370490232676
Hat1_N	1	1	17435	3712	0.212905075996559	0.38370490232676
HATPase_c_3	4	3	17435	3712	0.0324219788299938	0.38370490232676
HAUS-augmin3	1	1	17435	3712	0.212905075996559	0.38370490232676
HAUS6_N	1	1	17435	3712	0.212905075996559	0.38370490232676
Headcase	2	2	17435	3712	0.0453189593336714	0.38370490232676
HECA	1	1	17435	3712	0.212905075996559	0.38370490232676
Helicase_C_3	1	1	17435	3712	0.212905075996559	0.38370490232676
Helicase_RecD	1	1	17435	3712	0.212905075996559	0.38370490232676
HEXIM	1	1	17435	3712	0.212905075996559	0.38370490232676
HGTP_anticodon	7	3	17435	3712	0.170891551312786	0.38370490232676
HHH	1	1	17435	3712	0.212905075996559	0.38370490232676
HHH_3	1	1	17435	3712	0.212905075996559	0.38370490232676
HHH_5	1	1	17435	3712	0.212905075996559	0.38370490232676
HMG_box	20	7	17435	3712	0.11339752849158	0.38370490232676
HORMA	2	2	17435	3712	0.0453189593336714	0.38370490232676
HSL_N	1	1	17435	3712	0.212905075996559	0.38370490232676
HTH_23	2	2	17435	3712	0.0453189593336714	0.38370490232676
HTH_33	2	2	17435	3712	0.0453189593336714	0.38370490232676
HTH_40	2	2	17435	3712	0.0453189593336714	0.38370490232676
HUN	1	1	17435	3712	0.212905075996559	0.38370490232676
Hus1	1	1	17435	3712	0.212905075996559	0.38370490232676
HVSL	1	1	17435	3712	0.212905075996559	0.38370490232676
HyaE	1	1	17435	3712	0.212905075996559	0.38370490232676
Hyccin	1	1	17435	3712	0.212905075996559	0.38370490232676
HYLS1_C	1	1	17435	3712	0.212905075996559	0.38370490232676
Ima1_N	1	1	17435	3712	0.212905075996559	0.38370490232676
IMS_HHH	1	1	17435	3712	0.212905075996559	0.38370490232676
Indigoidine_A	1	1	17435	3712	0.212905075996559	0.38370490232676
INT_SG_DDX_CT_C	1	1	17435	3712	0.212905075996559	0.38370490232676
IPPT	1	1	17435	3712	0.212905075996559	0.38370490232676
Iwr1	1	1	17435	3712	0.212905075996559	0.38370490232676
Katanin_con80	1	1	17435	3712	0.212905075996559	0.38370490232676
KH_2	1	1	17435	3712	0.212905075996559	0.38370490232676
KH_6	2	2	17435	3712	0.0453189593336714	0.38370490232676
KIND	1	1	17435	3712	0.212905075996559	0.38370490232676
Kinesin	24	9	17435	3712	0.0516899557018636	0.38370490232676
KIX	1	1	17435	3712	0.212905075996559	0.38370490232676
La	5	3	17435	3712	0.0682835998411198	0.38370490232676
Lactamase_B_4	1	1	17435	3712	0.212905075996559	0.38370490232676
Lactamase_B_6	3	2	17435	3712	0.116667789590767	0.38370490232676
LANC_like	1	1	17435	3712	0.212905075996559	0.38370490232676
Laps	1	1	17435	3712	0.212905075996559	0.38370490232676
Las1	1	1	17435	3712	0.212905075996559	0.38370490232676
LEDGF	1	1	17435	3712	0.212905075996559	0.38370490232676
LEM	3	2	17435	3712	0.116667789590767	0.38370490232676
LIM_bind	1	1	17435	3712	0.212905075996559	0.38370490232676
LINES_C	1	1	17435	3712	0.212905075996559	0.38370490232676
LINES_N	1	1	17435	3712	0.212905075996559	0.38370490232676
Lsm_interact	1	1	17435	3712	0.212905075996559	0.38370490232676
LSM14	2	2	17435	3712	0.0453189593336714	0.38370490232676
LsmAD	1	1	17435	3712	0.212905075996559	0.38370490232676
LTD	1	1	17435	3712	0.212905075996559	0.38370490232676
LysM	3	2	17435	3712	0.116667789590767	0.38370490232676
M_domain	3	2	17435	3712	0.116667789590767	0.38370490232676
Macoilin	1	1	17435	3712	0.212905075996559	0.38370490232676
MACPF	1	1	17435	3712	0.212905075996559	0.38370490232676
MADF_DNA_bdg	36	13	17435	3712	0.0295096211713552	0.38370490232676
Maf	1	1	17435	3712	0.212905075996559	0.38370490232676
MAGE	1	1	17435	3712	0.212905075996559	0.38370490232676
Mak16	1	1	17435	3712	0.212905075996559	0.38370490232676
Malectin	1	1	17435	3712	0.212905075996559	0.38370490232676
MamL-1	1	1	17435	3712	0.212905075996559	0.38370490232676
MAP65_ASE1	1	1	17435	3712	0.212905075996559	0.38370490232676
MBOAT	8	4	17435	3712	0.0688465738560156	0.38370490232676
Mcl1_mid	1	1	17435	3712	0.212905075996559	0.38370490232676
