annot	freq_in_pop	freq_in_int	total_ano_in_pop	total_ano_in_int	pval	pval_adj
GATase	3	3	17435	3722	0.00972272170786384	0.244148345108581
HEAT	5	4	17435	3722	0.00860162851516844	0.244148345108581
HEAT_EZ	3	3	17435	3722	0.00972272170786384	0.244148345108581
Helicase_C_2	3	3	17435	3722	0.00972272170786384	0.244148345108581
IMS	3	3	17435	3722	0.00972272170786384	0.244148345108581
IMS_C	3	3	17435	3722	0.00972272170786384	0.244148345108581
Kinesin	24	11	17435	3722	0.00636863730925111	0.244148345108581
mTERF	3	3	17435	3722	0.00972272170786384	0.244148345108581
MutS_II	3	3	17435	3722	0.00972272170786384	0.244148345108581
MutS_III	3	3	17435	3722	0.00972272170786384	0.244148345108581
MutS_IV	3	3	17435	3722	0.00972272170786384	0.244148345108581
MutS_V	3	3	17435	3722	0.00972272170786384	0.244148345108581
PAM2	3	3	17435	3722	0.00972272170786384	0.244148345108581
Phosphodiest	5	4	17435	3722	0.00860162851516844	0.244148345108581
PTCB-BRCT	5	4	17435	3722	0.00860162851516844	0.244148345108581
Rad4	5	4	17435	3722	0.00860162851516844	0.244148345108581
Rad51	5	4	17435	3722	0.00860162851516844	0.244148345108581
RecQ_Zn_bind	5	4	17435	3722	0.00860162851516844	0.244148345108581
SbcCD_C	3	3	17435	3722	0.00972272170786384	0.244148345108581
SpoU_methylase	3	3	17435	3722	0.00972272170786384	0.244148345108581
Toprim	3	3	17435	3722	0.00972272170786384	0.244148345108581
Utp12	3	3	17435	3722	0.00972272170786384	0.244148345108581
zf-HIT	5	4	17435	3722	0.00860162851516844	0.244148345108581
HA2	13	7	17435	3722	0.010134323232962	0.246653836223782
zf-C2H2_jaz	13	7	17435	3722	0.010134323232962	0.246653836223782
Bromodomain	19	9	17435	3722	0.010322058593971	0.247416616600941
MADF_DNA_bdg	36	14	17435	3722	0.0125289706694485	0.295833307448768
zf-MYND	23	10	17435	3722	0.0141433170363801	0.329040111052255
Pkinase_Tyr	51	18	17435	3722	0.0153062985581873	0.350935714768874
G-patch	17	8	17435	3722	0.0161638002667161	0.365301886027783
2OG-FeII_Oxy_2	3	2	17435	3722	0.117245046530394	0.389530796376986
3-PAP	1	1	17435	3722	0.213478634929739	0.389530796376986
40S_SA_C	1	1	17435	3722	0.213478634929739	0.389530796376986
53-BP1_Tudor	1	1	17435	3722	0.213478634929739	0.389530796376986
A_deamin	1	1	17435	3722	0.213478634929739	0.389530796376986
AAA	39	13	17435	3722	0.0563865861979392	0.389530796376986
AAA_16	4	2	17435	3722	0.201822038153072	0.389530796376986
AAA_22	2	2	17435	3722	0.0455634966487071	0.389530796376986
AAA_23	4	3	17435	3722	0.0326680549077153	0.389530796376986
AAA_30	1	1	17435	3722	0.213478634929739	0.389530796376986
AAA_33	3	2	17435	3722	0.117245046530394	0.389530796376986
AAA_34	1	1	17435	3722	0.213478634929739	0.389530796376986
AAA_assoc_2	1	1	17435	3722	0.213478634929739	0.389530796376986
AARP2CN	2	2	17435	3722	0.0455634966487071	0.389530796376986
AATF-Che1	1	1	17435	3722	0.213478634929739	0.389530796376986
Acetyltransf_13	2	2	17435	3722	0.0455634966487071	0.389530796376986
ACPS	1	1	17435	3722	0.213478634929739	0.389530796376986
ADK_lid	2	2	17435	3722	0.0455634966487071	0.389530796376986
AdoMet_MTase	1	1	17435	3722	0.213478634929739	0.389530796376986
AF-4	1	1	17435	3722	0.213478634929739	0.389530796376986
AHH	1	1	17435	3722	0.213478634929739	0.389530796376986
AKAP2_C	1	1	17435	3722	0.213478634929739	0.389530796376986
Ala_racemase_N	1	1	17435	3722	0.213478634929739	0.389530796376986
ALG3	1	1	17435	3722	0.213478634929739	0.389530796376986
Alk_phosphatase	11	4	17435	3722	0.192142569537644	0.389530796376986
ALMS_motif	1	1	17435	3722	0.213478634929739	0.389530796376986
Alpha-2-MRAP_C	1	1	17435	3722	0.213478634929739	0.389530796376986
Alpha-2-MRAP_N	1	1	17435	3722	0.213478634929739	0.389530796376986
ANAPC4	1	1	17435	3722	0.213478634929739	0.389530796376986
ANAPC4_WD40	11	4	17435	3722	0.192142569537644	0.389530796376986
ANAPC5	1	1	17435	3722	0.213478634929739	0.389530796376986
ANAPC8	1	1	17435	3722	0.213478634929739	0.389530796376986
Aquarius_N	1	1	17435	3722	0.213478634929739	0.389530796376986
Arg_tRNA_synt_N	1	1	17435	3722	0.213478634929739	0.389530796376986
Arginase	1	1	17435	3722	0.213478634929739	0.389530796376986
Arginosuc_synth	1	1	17435	3722	0.213478634929739	0.389530796376986
ARID	7	3	17435	3722	0.171940658621409	0.389530796376986
Arm	7	3	17435	3722	0.171940658621409	0.389530796376986
AROS	1	1	17435	3722	0.213478634929739	0.389530796376986
Arv1	1	1	17435	3722	0.213478634929739	0.389530796376986
ASH	1	1	17435	3722	0.213478634929739	0.389530796376986
Ashwin	1	1	17435	3722	0.213478634929739	0.389530796376986
ATP_bind_1	3	2	17435	3722	0.117245046530394	0.389530796376986
ATP_Ca_trans_C	1	1	17435	3722	0.213478634929739	0.389530796376986
Auts2	1	1	17435	3722	0.213478634929739	0.389530796376986
Axin_b-cat_bind	1	1	17435	3722	0.213478634929739	0.389530796376986
BAF250_C	1	1	17435	3722	0.213478634929739	0.389530796376986
BAR_3	3	2	17435	3722	0.117245046530394	0.389530796376986
BCAS2	1	1	17435	3722	0.213478634929739	0.389530796376986
BCNT	1	1	17435	3722	0.213478634929739	0.389530796376986
BEN	12	5	17435	3722	0.0917566194648182	0.389530796376986
BET	1	1	17435	3722	0.213478634929739	0.389530796376986
Beta-Casp	4	2	17435	3722	0.201822038153072	0.389530796376986
Beta-TrCP_D	1	1	17435	3722	0.213478634929739	0.389530796376986
BHD_2	1	1	17435	3722	0.213478634929739	0.389530796376986
Bin3	2	2	17435	3722	0.0455634966487071	0.389530796376986
BING4CT	1	1	17435	3722	0.213478634929739	0.389530796376986
BIR	4	2	17435	3722	0.201822038153072	0.389530796376986
BNIP2	1	1	17435	3722	0.213478634929739	0.389530796376986
BOP1NT	1	1	17435	3722	0.213478634929739	0.389530796376986
BORA_N	1	1	17435	3722	0.213478634929739	0.389530796376986
Borealin	2	2	17435	3722	0.0455634966487071	0.389530796376986
BP28CT	1	1	17435	3722	0.213478634929739	0.389530796376986
BRCA-2_helical	1	1	17435	3722	0.213478634929739	0.389530796376986
BRCA-2_OB1	1	1	17435	3722	0.213478634929739	0.389530796376986
BRCA-2_OB3	1	1	17435	3722	0.213478634929739	0.389530796376986
BRCA2	1	1	17435	3722	0.213478634929739	0.389530796376986
BRD4_CDT	1	1	17435	3722	0.213478634929739	0.389530796376986
BTB	65	17	17435	3722	0.209987755519751	0.389530796376986
Bystin	1	1	17435	3722	0.213478634929739	0.389530796376986
C1_1	23	7	17435	3722	0.204073101228844	0.389530796376986
C1_4	1	1	17435	3722	0.213478634929739	0.389530796376986
C5-epim_C	1	1	17435	3722	0.213478634929739	0.389530796376986
CAAP1	1	1	17435	3722	0.213478634929739	0.389530796376986
CAF1	3	2	17435	3722	0.117245046530394	0.389530796376986
CAF1A	1	1	17435	3722	0.213478634929739	0.389530796376986
CAF1C_H4-bd	2	2	17435	3722	0.0455634966487071	0.389530796376986
CALM_bind	1	1	17435	3722	0.213478634929739	0.389530796376986
Carb_kinase	1	1	17435	3722	0.213478634929739	0.389530796376986
Cas1_AcylT	1	1	17435	3722	0.213478634929739	0.389530796376986
Cbl_N	1	1	17435	3722	0.213478634929739	0.389530796376986
Cbl_N2	1	1	17435	3722	0.213478634929739	0.389530796376986
Cbl_N3	1	1	17435	3722	0.213478634929739	0.389530796376986
CDC45	1	1	17435	3722	0.213478634929739	0.389530796376986
Cdc6_C	2	2	17435	3722	0.0455634966487071	0.389530796376986
CDV3	1	1	17435	3722	0.213478634929739	0.389530796376986
Chromo	11	4	17435	3722	0.192142569537644	0.389530796376986
Chromo_shadow	4	2	17435	3722	0.201822038153072	0.389530796376986
Cid2	1	1	17435	3722	0.213478634929739	0.389530796376986
Cir_N	3	2	17435	3722	0.117245046530394	0.389530796376986
CK1gamma_C	1	1	17435	3722	0.213478634929739	0.389530796376986
CLASP_N	4	2	17435	3722	0.201822038153072	0.389530796376986
Cmyb_C	1	1	17435	3722	0.213478634929739	0.389530796376986
Cnd1	2	2	17435	3722	0.0455634966487071	0.389530796376986
Cnd1_N	1	1	17435	3722	0.213478634929739	0.389530796376986
Cnd2	1	1	17435	3722	0.213478634929739	0.389530796376986
Cnd3	1	1	17435	3722	0.213478634929739	0.389530796376986
Codanin-1_C	1	1	17435	3722	0.213478634929739	0.389530796376986
COG7	1	1	17435	3722	0.213478634929739	0.389530796376986
Cohesin_HEAT	1	1	17435	3722	0.213478634929739	0.389530796376986
Coilin_N	1	1	17435	3722	0.213478634929739	0.389530796376986
COMPASS-Shg1	1	1	17435	3722	0.213478634929739	0.389530796376986
COPIIcoated_ERV	1	1	17435	3722	0.213478634929739	0.389530796376986
CortBP2	1	1	17435	3722	0.213478634929739	0.389530796376986
CPL	1	1	17435	3722	0.213478634929739	0.389530796376986
CPSase_L_D2	4	2	17435	3722	0.201822038153072	0.389530796376986
CPSase_L_D3	1	1	17435	3722	0.213478634929739	0.389530796376986
CPSase_sm_chain	1	1	17435	3722	0.213478634929739	0.389530796376986
CPSF_A	3	2	17435	3722	0.117245046530394	0.389530796376986
CPSF73-100_C	1	1	17435	3722	0.213478634929739	0.389530796376986
Creb_binding	1	1	17435	3722	0.213478634929739	0.389530796376986
CSD	4	2	17435	3722	0.201822038153072	0.389530796376986
CSRNP_N	1	1	17435	3722	0.213478634929739	0.389530796376986
CSTF_C	1	1	17435	3722	0.213478634929739	0.389530796376986
CSTF2_hinge	1	1	17435	3722	0.213478634929739	0.389530796376986
CTP_synth_N	1	1	17435	3722	0.213478634929739	0.389530796376986
CTU2	1	1	17435	3722	0.213478634929739	0.389530796376986
Cupin_4	1	1	17435	3722	0.213478634929739	0.389530796376986
CWC25	1	1	17435	3722	0.213478634929739	0.389530796376986
CwfJ_C_1	2	2	17435	3722	0.0455634966487071	0.389530796376986
CwfJ_C_2	2	2	17435	3722	0.0455634966487071	0.389530796376986
CytochromB561_N	1	1	17435	3722	0.213478634929739	0.389530796376986
D123	1	1	17435	3722	0.213478634929739	0.389530796376986
DAGAT	1	1	17435	3722	0.213478634929739	0.389530796376986
Dak2	1	1	17435	3722	0.213478634929739	0.389530796376986
DALR_2	1	1	17435	3722	0.213478634929739	0.389530796376986
DAZAP2	1	1	17435	3722	0.213478634929739	0.389530796376986
DBP10CT	1	1	17435	3722	0.213478634929739	0.389530796376986
DBR1	1	1	17435	3722	0.213478634929739	0.389530796376986
DCAF15_WD40	1	1	17435	3722	0.213478634929739	0.389530796376986
Dcc1	1	1	17435	3722	0.213478634929739	0.389530796376986
dCMP_cyt_deam_1	4	2	17435	3722	0.201822038153072	0.389530796376986
DCP1	1	1	17435	3722	0.213478634929739	0.389530796376986
DDT	3	2	17435	3722	0.117245046530394	0.389530796376986
DEAD_2	4	3	17435	3722	0.0326680549077153	0.389530796376986
Death_2	1	1	17435	3722	0.213478634929739	0.389530796376986
DEK_C	3	2	17435	3722	0.117245046530394	0.389530796376986
Det1	1	1	17435	3722	0.213478634929739	0.389530796376986
DFP	1	1	17435	3722	0.213478634929739	0.389530796376986
DGCR6	1	1	17435	3722	0.213478634929739	0.389530796376986
DHFR_1	1	1	17435	3722	0.213478634929739	0.389530796376986
DHHA1	1	1	17435	3722	0.213478634929739	0.389530796376986
DKCLD	1	1	17435	3722	0.213478634929739	0.389530796376986
DMAP1	1	1	17435	3722	0.213478634929739	0.389530796376986
DNA_gyraseB	1	1	17435	3722	0.213478634929739	0.389530796376986
DNA_methylase	1	1	17435	3722	0.213478634929739	0.389530796376986
DNA_mis_repair	2	2	17435	3722	0.0455634966487071	0.389530796376986
DNA_pol_A	2	2	17435	3722	0.0455634966487071	0.389530796376986
DNA_pol_A_exo1	7	3	17435	3722	0.171940658621409	0.389530796376986
DNA_pol_alpha_N	1	1	17435	3722	0.213478634929739	0.389530796376986
DNA_pol_B	4	3	17435	3722	0.0326680549077153	0.389530796376986
DNA_pol_B_exo1	4	3	17435	3722	0.0326680549077153	0.389530796376986
DNA_pol_E_B	6	3	17435	3722	0.116096261947512	0.389530796376986
DNA_pol_phi	1	1	17435	3722	0.213478634929739	0.389530796376986
DNA_primase_lrg	1	1	17435	3722	0.213478634929739	0.389530796376986
DNA_primase_S	1	1	17435	3722	0.213478634929739	0.389530796376986
DNA_topoisoIV	1	1	17435	3722	0.213478634929739	0.389530796376986
Dna2	1	1	17435	3722	0.213478634929739	0.389530796376986
DNase_II	1	1	17435	3722	0.213478634929739	0.389530796376986
DND1_DSRM	1	1	17435	3722	0.213478634929739	0.389530796376986
DOT1	1	1	17435	3722	0.213478634929739	0.389530796376986
DP	1	1	17435	3722	0.213478634929739	0.389530796376986
DPCD	1	1	17435	3722	0.213478634929739	0.389530796376986
Dpoe2NT	1	1	17435	3722	0.213478634929739	0.389530796376986
Drc1-Sld2	1	1	17435	3722	0.213478634929739	0.389530796376986
DRIM	1	1	17435	3722	0.213478634929739	0.389530796376986
DS	1	1	17435	3722	0.213478634929739	0.389530796376986
DSPc	13	5	17435	3722	0.123889572662095	0.389530796376986
DSPn	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF1487	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF1604	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF1647	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF1726	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF1777	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF2013	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF2039	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF2040	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF2052	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF2368	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF2428	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF2462	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF2756	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF3338	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF3361	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF3381	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF3512	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF3523	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF3524	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF3668	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF3736	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF3752	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF383	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF384	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF4200	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF4209	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF4371	3	2	17435	3722	0.117245046530394	0.389530796376986
DUF4414	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF4477	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF4505	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF4506	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF4518	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF4604	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF4796	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF4799	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF4801	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF4807	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF4820	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF4976	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF647	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF812	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF872	1	1	17435	3722	0.213478634929739	0.389530796376986
DUF902	1	1	17435	3722	0.213478634929739	0.389530796376986
DuoxA	1	1	17435	3722	0.213478634929739	0.389530796376986
dUTPase	1	1	17435	3722	0.213478634929739	0.389530796376986
DWNN	1	1	17435	3722	0.213478634929739	0.389530796376986
Dymeclin	1	1	17435	3722	0.213478634929739	0.389530796376986
Dzip-like_N	1	1	17435	3722	0.213478634929739	0.389530796376986
E2F_CC-MB	1	1	17435	3722	0.213478634929739	0.389530796376986
E3_binding	1	1	17435	3722	0.213478634929739	0.389530796376986
E3_UbLigase_EDD	1	1	17435	3722	0.213478634929739	0.389530796376986
Eaf7	1	1	17435	3722	0.213478634929739	0.389530796376986
EFTUD2	1	1	17435	3722	0.213478634929739	0.389530796376986
EHN	2	2	17435	3722	0.0455634966487071	0.389530796376986
eIF-6	1	1	17435	3722	0.213478634929739	0.389530796376986
ELL	1	1	17435	3722	0.213478634929739	0.389530796376986
ELM2	5	3	17435	3722	0.0687676944965356	0.389530796376986
ELYS	1	1	17435	3722	0.213478634929739	0.389530796376986
ELYS-bb	1	1	17435	3722	0.213478634929739	0.389530796376986
EMG1	1	1	17435	3722	0.213478634929739	0.389530796376986
ENT	1	1	17435	3722	0.213478634929739	0.389530796376986
EPL1	3	2	17435	3722	0.117245046530394	0.389530796376986
ERCC3_RAD25_C	1	1	17435	3722	0.213478634929739	0.389530796376986
ERGIC_N	1	1	17435	3722	0.213478634929739	0.389530796376986
ERK-JNK_inhib	1	1	17435	3722	0.213478634929739	0.389530796376986
Erv26	1	1	17435	3722	0.213478634929739	0.389530796376986
F_actin_bind	1	1	17435	3722	0.213478634929739	0.389530796376986
FAM117	1	1	17435	3722	0.213478634929739	0.389530796376986
FancD2	1	1	17435	3722	0.213478634929739	0.389530796376986
FANCL_C	1	1	17435	3722	0.213478634929739	0.389530796376986
Fanconi_A_N	1	1	17435	3722	0.213478634929739	0.389530796376986
FAR1	1	1	17435	3722	0.213478634929739	0.389530796376986
FAT	7	3	17435	3722	0.171940658621409	0.389530796376986
FATC	6	3	17435	3722	0.116096261947512	0.389530796376986
Fcf1	2	2	17435	3722	0.0455634966487071	0.389530796376986
Fcf2	1	1	17435	3722	0.213478634929739	0.389530796376986
FHA	18	8	17435	3722	0.0237484078601638	0.389530796376986
Fibrillarin	1	1	17435	3722	0.213478634929739	0.389530796376986
Fic	1	1	17435	3722	0.213478634929739	0.389530796376986
FimP	1	1	17435	3722	0.213478634929739	0.389530796376986
fn3_4	1	1	17435	3722	0.213478634929739	0.389530796376986
FragX_IP	1	1	17435	3722	0.213478634929739	0.389530796376986
FXMRP1_C_core	1	1	17435	3722	0.213478634929739	0.389530796376986
G-patch_2	1	1	17435	3722	0.213478634929739	0.389530796376986
GABP-alpha	1	1	17435	3722	0.213478634929739	0.389530796376986
GAGA	1	1	17435	3722	0.213478634929739	0.389530796376986
GAIN	2	2	17435	3722	0.0455634966487071	0.389530796376986
Gate	1	1	17435	3722	0.213478634929739	0.389530796376986
Gcd10p	1	1	17435	3722	0.213478634929739	0.389530796376986
GCD14	1	1	17435	3722	0.213478634929739	0.389530796376986
GCOM2	1	1	17435	3722	0.213478634929739	0.389530796376986
Geminin	1	1	17435	3722	0.213478634929739	0.389530796376986
GKAP	2	2	17435	3722	0.0455634966487071	0.389530796376986
GLE1	1	1	17435	3722	0.213478634929739	0.389530796376986
Glyco_transf_43	4	2	17435	3722	0.201822038153072	0.389530796376986
Glyco_transf_7C	4	2	17435	3722	0.201822038153072	0.389530796376986
Glyco_transf_7N	3	2	17435	3722	0.117245046530394	0.389530796376986
GMP_synt_C	1	1	17435	3722	0.213478634929739	0.389530796376986
GN3L_Grn1	1	1	17435	3722	0.213478634929739	0.389530796376986
GNAT_acetyltr_2	1	1	17435	3722	0.213478634929739	0.389530796376986
GNT-I	1	1	17435	3722	0.213478634929739	0.389530796376986
GRAM	8	4	17435	3722	0.0694428421189012	0.389530796376986
GTP_EFTU	19	7	17435	3722	0.0905363774437352	0.389530796376986
GTP_EFTU_D2	10	5	17435	3722	0.0424967460585909	0.389530796376986
GTP_EFTU_D3	7	3	17435	3722	0.171940658621409	0.389530796376986
HARP	1	1	17435	3722	0.213478634929739	0.389530796376986
HAT_KAT11	1	1	17435	3722	0.213478634929739	0.389530796376986
Hat1_N	1	1	17435	3722	0.213478634929739	0.389530796376986
HATPase_c_3	4	3	17435	3722	0.0326680549077153	0.389530796376986
HAUS-augmin3	1	1	17435	3722	0.213478634929739	0.389530796376986
HAUS6_N	1	1	17435	3722	0.213478634929739	0.389530796376986
Helicase_C_3	1	1	17435	3722	0.213478634929739	0.389530796376986
Helicase_C_4	1	1	17435	3722	0.213478634929739	0.389530796376986
Helicase_RecD	1	1	17435	3722	0.213478634929739	0.389530796376986
HHH	1	1	17435	3722	0.213478634929739	0.389530796376986
HHH_3	1	1	17435	3722	0.213478634929739	0.389530796376986
HHH_5	1	1	17435	3722	0.213478634929739	0.389530796376986
HhH-GPD	3	2	17435	3722	0.117245046530394	0.389530796376986
HMG_box_2	3	2	17435	3722	0.117245046530394	0.389530796376986
HORMA	2	2	17435	3722	0.0455634966487071	0.389530796376986
HSL_N	1	1	17435	3722	0.213478634929739	0.389530796376986
HTH_23	2	2	17435	3722	0.0455634966487071	0.389530796376986
HTH_33	2	2	17435	3722	0.0455634966487071	0.389530796376986
HTH_40	2	2	17435	3722	0.0455634966487071	0.389530796376986
HUN	1	1	17435	3722	0.213478634929739	0.389530796376986
Hus1	1	1	17435	3722	0.213478634929739	0.389530796376986
HVSL	1	1	17435	3722	0.213478634929739	0.389530796376986
HyaE	1	1	17435	3722	0.213478634929739	0.389530796376986
HYLS1_C	1	1	17435	3722	0.213478634929739	0.389530796376986
IBR	7	3	17435	3722	0.171940658621409	0.389530796376986
Ima1_N	1	1	17435	3722	0.213478634929739	0.389530796376986
IML1	1	1	17435	3722	0.213478634929739	0.389530796376986
IMS_HHH	1	1	17435	3722	0.213478634929739	0.389530796376986
Indigoidine_A	1	1	17435	3722	0.213478634929739	0.389530796376986
INPP5B_PH	1	1	17435	3722	0.213478634929739	0.389530796376986
INT_SG_DDX_CT_C	1	1	17435	3722	0.213478634929739	0.389530796376986
Ints3	1	1	17435	3722	0.213478634929739	0.389530796376986
Ipi1_N	2	2	17435	3722	0.0455634966487071	0.389530796376986
IPPT	1	1	17435	3722	0.213478634929739	0.389530796376986
Katanin_con80	1	1	17435	3722	0.213478634929739	0.389530796376986
Kelch_3	4	2	17435	3722	0.201822038153072	0.389530796376986
KH_1	22	9	17435	3722	0.0299951096110905	0.389530796376986
KH_6	2	2	17435	3722	0.0455634966487071	0.389530796376986
KIND	1	1	17435	3722	0.213478634929739	0.389530796376986
KIX	1	1	17435	3722	0.213478634929739	0.389530796376986
KSR1-SAM	1	1	17435	3722	0.213478634929739	0.389530796376986
La	5	3	17435	3722	0.0687676944965356	0.389530796376986
Lactamase_B_4	1	1	17435	3722	0.213478634929739	0.389530796376986
LANC_like	1	1	17435	3722	0.213478634929739	0.389530796376986
Laps	1	1	17435	3722	0.213478634929739	0.389530796376986
Las1	1	1	17435	3722	0.213478634929739	0.389530796376986
LCAT	1	1	17435	3722	0.213478634929739	0.389530796376986
LEDGF	1	1	17435	3722	0.213478634929739	0.389530796376986
LEM	3	2	17435	3722	0.117245046530394	0.389530796376986
LIM_bind	1	1	17435	3722	0.213478634929739	0.389530796376986
LIN37	2	2	17435	3722	0.0455634966487071	0.389530796376986
LIN52	1	1	17435	3722	0.213478634929739	0.389530796376986
LINES_C	1	1	17435	3722	0.213478634929739	0.389530796376986
LINES_N	1	1	17435	3722	0.213478634929739	0.389530796376986
Lon_C	1	1	17435	3722	0.213478634929739	0.389530796376986
Lsm_interact	1	1	17435	3722	0.213478634929739	0.389530796376986
LsmAD	1	1	17435	3722	0.213478634929739	0.389530796376986
LTD	1	1	17435	3722	0.213478634929739	0.389530796376986
LysM	3	2	17435	3722	0.117245046530394	0.389530796376986
MACPF	1	1	17435	3722	0.213478634929739	0.389530796376986
MAD	1	1	17435	3722	0.213478634929739	0.389530796376986
Maelstrom	2	2	17435	3722	0.0455634966487071	0.389530796376986
Maf	1	1	17435	3722	0.213478634929739	0.389530796376986
MAGE	1	1	17435	3722	0.213478634929739	0.389530796376986
Mak16	1	1	17435	3722	0.213478634929739	0.389530796376986
Malate_synthase	1	1	17435	3722	0.213478634929739	0.389530796376986
Malectin	1	1	17435	3722	0.213478634929739	0.389530796376986
MamL-1	1	1	17435	3722	0.213478634929739	0.389530796376986
MAP65_ASE1	1	1	17435	3722	0.213478634929739	0.389530796376986
MBOAT	8	4	17435	3722	0.0694428421189012	0.389530796376986
Mcl1_mid	1	1	17435	3722	0.213478634929739	0.389530796376986
MCM_bind	1	1	17435	3722	0.213478634929739	0.389530796376986
Mcm10	2	2	17435	3722	0.0455634966487071	0.389530796376986
