annot	freq_in_pop	freq_in_int	total_ano_in_pop	total_ano_in_int	pval	pval_adj
PDZ	63	18	17435	2392	0.00154191545163887	0.0491719458351924
WAP	5	4	17435	2392	0.00157388381431751	0.0491719458351924
Laminin_EGF	11	6	17435	2392	0.0016477760287654	0.0499663848722686
Zona_pellucida	8	5	17435	2392	0.00188821402590236	0.0556213903058665
LRR_1	15	7	17435	2392	0.00212404024407633	0.0608301525456305
MAM	3	3	17435	2392	0.00257957125531096	0.0618497200982698
Proton_antipo_M	3	3	17435	2392	0.00257957125531096	0.0618497200982698
Retinin_C	3	3	17435	2392	0.00257957125531096	0.0618497200982698
SEA	3	3	17435	2392	0.00257957125531096	0.0618497200982698
Spond_N	3	3	17435	2392	0.00257957125531096	0.0618497200982698
Troponin	3	3	17435	2392	0.00257957125531096	0.0618497200982698
UNC-93	3	3	17435	2392	0.00257957125531096	0.0618497200982698
Lectin_C	42	13	17435	2392	0.00311437502015116	0.0729754692221784
Biotin_lipoyl	6	4	17435	2392	0.00420679864748819	0.0850433216776535
GD_N	6	4	17435	2392	0.00420679864748819	0.0850433216776535
Guanylate_kin	9	5	17435	2392	0.00376905063250628	0.0850433216776535
KAsynt_C_assoc	6	4	17435	2392	0.00420679864748819	0.0850433216776535
Ldl_recept_a	29	10	17435	2392	0.00385870180098667	0.0850433216776535
MFS_1_like	6	4	17435	2392	0.00420679864748819	0.0850433216776535
Thioesterase	6	4	17435	2392	0.00420679864748819	0.0850433216776535
CD36	13	6	17435	2392	0.00478832879956358	0.0929573028591716
fn3	44	13	17435	2392	0.00486876271037368	0.0929573028591716
Glyco_hydro_18	21	8	17435	2392	0.00477998231972063	0.0929573028591716
Neur_chan_LBD	26	9	17435	2392	0.00586391579328913	0.109921766961475
CBM39	10	5	17435	2392	0.00669081254620361	0.118934960950619
Laminin_G_1	10	5	17435	2392	0.00669081254620361	0.118934960950619
PID	10	5	17435	2392	0.00669081254620361	0.118934960950619
Lipase	41	12	17435	2392	0.00728205031286276	0.127250743602737
MRJP	14	6	17435	2392	0.00741646123653144	0.127439525581065
A2M_N	7	4	17435	2392	0.00875114106595398	0.134663081179083
A2M_N_2	7	4	17435	2392	0.00875114106595398	0.134663081179083
CRAL_TRIO_N	7	4	17435	2392	0.00875114106595398	0.134663081179083
DUF1943	7	4	17435	2392	0.00875114106595398	0.134663081179083
ketoacyl-synt	7	4	17435	2392	0.00875114106595398	0.134663081179083
Ketoacyl-synt_C	7	4	17435	2392	0.00875114106595398	0.134663081179083
KR	7	4	17435	2392	0.00875114106595398	0.134663081179083
ADAM_spacer1	4	3	17435	2392	0.00925771898253264	0.136352975299874
HYR	4	3	17435	2392	0.00925771898253264	0.136352975299874
L27	4	3	17435	2392	0.00925771898253264	0.136352975299874
A2M_recep	8	4	17435	2392	0.0156140681060056	0.167233174615297
ACAS_N	2	2	17435	2392	0.0188157597045339	0.167233174615297
ADH_zinc_N	20	7	17435	2392	0.0137408936044646	0.167233174615297
BetaGal_dom4_5	2	2	17435	2392	0.0188157597045339	0.167233174615297
C4	2	2	17435	2392	0.0188157597045339	0.167233174615297
Cadherin	21	7	17435	2392	0.0182213492468366	0.167233174615297
CDC48_2	2	2	17435	2392	0.0188157597045339	0.167233174615297
CDC48_N	2	2	17435	2392	0.0188157597045339	0.167233174615297
CH	25	8	17435	2392	0.0153653046776254	0.167233174615297
Citrate_synt	2	2	17435	2392	0.0188157597045339	0.167233174615297
CoA_binding	2	2	17435	2392	0.0188157597045339	0.167233174615297
COX7a	2	2	17435	2392	0.0188157597045339	0.167233174615297
Destabilase	2	2	17435	2392	0.0188157597045339	0.167233174615297
DUF1081	2	2	17435	2392	0.0188157597045339	0.167233174615297
DUF4481	2	2	17435	2392	0.0188157597045339	0.167233174615297
DUF4749	2	2	17435	2392	0.0188157597045339	0.167233174615297
EF-hand_1	8	4	17435	2392	0.0156140681060056	0.167233174615297
EF-hand_5	8	4	17435	2392	0.0156140681060056	0.167233174615297
Ephrin_rec_like	2	2	17435	2392	0.0188157597045339	0.167233174615297
FAD_binding_2	2	2	17435	2392	0.0188157597045339	0.167233174615297
GF_recep_IV	2	2	17435	2392	0.0188157597045339	0.167233174615297
Glyco_hydro_15	2	2	17435	2392	0.0188157597045339	0.167233174615297
Glyoxalase	2	2	17435	2392	0.0188157597045339	0.167233174615297
hEGF	8	4	17435	2392	0.0156140681060056	0.167233174615297
KIF1B	2	2	17435	2392	0.0188157597045339	0.167233174615297
LRRNT	2	2	17435	2392	0.0188157597045339	0.167233174615297
MPC	2	2	17435	2392	0.0188157597045339	0.167233174615297
Myofilin	2	2	17435	2392	0.0188157597045339	0.167233174615297
NDUFA12	2	2	17435	2392	0.0188157597045339	0.167233174615297
NTR	2	2	17435	2392	0.0188157597045339	0.167233174615297
Oxidored_q6	2	2	17435	2392	0.0188157597045339	0.167233174615297
PBP_GOBP	78	18	17435	2392	0.0169701098793234	0.167233174615297
PC_rep	2	2	17435	2392	0.0188157597045339	0.167233174615297
PMT	2	2	17435	2392	0.0188157597045339	0.167233174615297
PMT_4TMC	2	2	17435	2392	0.0188157597045339	0.167233174615297
Reprolysin	8	4	17435	2392	0.0156140681060056	0.167233174615297
Sarcoglycan_1	2	2	17435	2392	0.0188157597045339	0.167233174615297
SelP_N	2	2	17435	2392	0.0188157597045339	0.167233174615297
SNAP	2	2	17435	2392	0.0188157597045339	0.167233174615297
TB2_DP1_HVA22	2	2	17435	2392	0.0188157597045339	0.167233174615297
Trehalose_PPase	2	2	17435	2392	0.0188157597045339	0.167233174615297
Tropomyosin	2	2	17435	2392	0.0188157597045339	0.167233174615297
TSP_3	2	2	17435	2392	0.0188157597045339	0.167233174615297
TSP_C	2	2	17435	2392	0.0188157597045339	0.167233174615297
UDPGP	2	2	17435	2392	0.0188157597045339	0.167233174615297
UIM	2	2	17435	2392	0.0188157597045339	0.167233174615297
CAP	26	8	17435	2392	0.0195881441817749	0.171147259757711
CUB	26	8	17435	2392	0.0195881441817749	0.171147259757711
ATP-synt_ab	5	3	17435	2392	0.0207834717348554	0.171422074869087
F5_F8_type_C	5	3	17435	2392	0.0207834717348554	0.171422074869087
ig	5	3	17435	2392	0.0207834717348554	0.171422074869087
Ligase_CoA	5	3	17435	2392	0.0207834717348554	0.171422074869087
MIR	5	3	17435	2392	0.0207834717348554	0.171422074869087
PS-DH	5	3	17435	2392	0.0207834717348554	0.171422074869087
Thiol-ester_cl	5	3	17435	2392	0.0207834717348554	0.171422074869087
HSP70	17	6	17435	2392	0.0212459065037064	0.172476611065522
PCI	17	6	17435	2392	0.0212459065037064	0.172476611065522
ABC_tran	58	14	17435	2392	0.0227639135621836	0.1833562100204
Ig_3	92	20	17435	2392	0.0231013350801029	0.184631600523923
Cuticle_4	22	7	17435	2392	0.0236348943822962	0.187222433225476
Ig_2	13	5	17435	2392	0.0239702824304198	0.187222433225476
SH3_2	13	5	17435	2392	0.0239702824304198	0.187222433225476
A2M	9	4	17435	2392	0.0250900820848051	0.190204960510544
A2M_comp	9	4	17435	2392	0.0250900820848051	0.190204960510544
Ninjurin	9	4	17435	2392	0.0250900820848051	0.190204960510544
Pep_M12B_propep	9	4	17435	2392	0.0250900820848051	0.190204960510544
Actin	18	6	17435	2392	0.0282558847565591	0.208084408457232
Hemocyanin_C	18	6	17435	2392	0.0282558847565591	0.208084408457232
Hemocyanin_M	18	6	17435	2392	0.0282558847565591	0.208084408457232
Hemocyanin_N	18	6	17435	2392	0.0282558847565591	0.208084408457232
ATP-synt_ab_N	6	3	17435	2392	0.0373601448222225	0.258161793096342
FXa_inhibition	10	4	17435	2392	0.0373562617772061	0.258161793096342
GMC_oxred_C	24	7	17435	2392	0.0375599117016986	0.258161793096342
GMC_oxred_N	24	7	17435	2392	0.0375599117016986	0.258161793096342
Innexin	6	3	17435	2392	0.0373601448222225	0.258161793096342
Iso_dh	6	3	17435	2392	0.0373601448222225	0.258161793096342
Methyltransf_FA	6	3	17435	2392	0.0373601448222225	0.258161793096342
Phospholip_A2_2	6	3	17435	2392	0.0373601448222225	0.258161793096342
Spaetzle	6	3	17435	2392	0.0373601448222225	0.258161793096342
VWD	6	3	17435	2392	0.0373601448222225	0.258161793096342
2-oxoacid_dh	3	2	17435	2392	0.0512881366029797	0.276119488534653
2-oxogl_dehyd_N	1	1	17435	2392	0.137195296816749	0.276119488534653
2Fe-2S_thioredx	1	1	17435	2392	0.137195296816749	0.276119488534653
4HBT	1	1	17435	2392	0.137195296816749	0.276119488534653
7tm_3	12	4	17435	2392	0.0704205905157058	0.276119488534653
AAA_28	1	1	17435	2392	0.137195296816749	0.276119488534653
Abdominal-A	1	1	17435	2392	0.137195296816749	0.276119488534653
Abhydrolase_1	25	6	17435	2392	0.117707185329694	0.276119488534653
ACC_central	1	1	17435	2392	0.137195296816749	0.276119488534653
AcetylCoA_hyd_C	1	1	17435	2392	0.137195296816749	0.276119488534653
AcetylCoA_hydro	1	1	17435	2392	0.137195296816749	0.276119488534653
ADH_N	13	4	17435	2392	0.0910651718869439	0.276119488534653
ADH_zinc_N_2	4	2	17435	2392	0.0933185542234269	0.276119488534653
AFG1_ATPase	1	1	17435	2392	0.137195296816749	0.276119488534653
AIRC	1	1	17435	2392	0.137195296816749	0.276119488534653
Allantoicase	1	1	17435	2392	0.137195296816749	0.276119488534653
Alpha_L_fucos	1	1	17435	2392	0.137195296816749	0.276119488534653
Amidohydro_1	5	2	17435	2392	0.141675275882475	0.276119488534653
Aminotran_3	4	2	17435	2392	0.0933185542234269	0.276119488534653
AMP-binding	38	8	17435	2392	0.140918443532407	0.276119488534653
An_peroxidase	15	4	17435	2392	0.13965962693617	0.276119488534653
Antistasin	1	1	17435	2392	0.137195296816749	0.276119488534653
ApoO	1	1	17435	2392	0.137195296816749	0.276119488534653
APP_amyloid	1	1	17435	2392	0.137195296816749	0.276119488534653
APP_Cu_bd	1	1	17435	2392	0.137195296816749	0.276119488534653
APP_E2	1	1	17435	2392	0.137195296816749	0.276119488534653
APP_N	1	1	17435	2392	0.137195296816749	0.276119488534653
ASL_C2	1	1	17435	2392	0.137195296816749	0.276119488534653
Asp_Arg_Hydrox	1	1	17435	2392	0.137195296816749	0.276119488534653
Atg8	1	1	17435	2392	0.137195296816749	0.276119488534653
ATP-grasp_2	3	2	17435	2392	0.0512881366029797	0.276119488534653
ATP-synt	1	1	17435	2392	0.137195296816749	0.276119488534653
ATP-synt_8	1	1	17435	2392	0.137195296816749	0.276119488534653
ATP-synt_ab_C	1	1	17435	2392	0.137195296816749	0.276119488534653
ATP-synt_E	1	1	17435	2392	0.137195296816749	0.276119488534653
ATP-synt_Eps	1	1	17435	2392	0.137195296816749	0.276119488534653
ATP-synt_F6	1	1	17435	2392	0.137195296816749	0.276119488534653
ATP-synt_G	1	1	17435	2392	0.137195296816749	0.276119488534653
ATP11	1	1	17435	2392	0.137195296816749	0.276119488534653
AZUL	1	1	17435	2392	0.137195296816749	0.276119488534653
BAR	4	2	17435	2392	0.0933185542234269	0.276119488534653
Biopterin_H	4	2	17435	2392	0.0933185542234269	0.276119488534653
Biotin_carb_C	3	2	17435	2392	0.0512881366029797	0.276119488534653
Biotin_carb_N	3	2	17435	2392	0.0512881366029797	0.276119488534653
BLM10_mid	1	1	17435	2392	0.137195296816749	0.276119488534653
BNIP3	1	1	17435	2392	0.137195296816749	0.276119488534653
BRAP2	1	1	17435	2392	0.137195296816749	0.276119488534653
Bravo_FIGEY	1	1	17435	2392	0.137195296816749	0.276119488534653
BrkDBD	1	1	17435	2392	0.137195296816749	0.276119488534653
bZIP_1	8	3	17435	2392	0.0847385953594749	0.276119488534653
C_tripleX	3	2	17435	2392	0.0512881366029797	0.276119488534653
Ca_chan_IQ	4	2	17435	2392	0.0933185542234269	0.276119488534653
CAC1F_C	1	1	17435	2392	0.137195296816749	0.276119488534653
Cadherin_3	1	1	17435	2392	0.137195296816749	0.276119488534653
Calcipressin	1	1	17435	2392	0.137195296816749	0.276119488534653
Calx-beta	1	1	17435	2392	0.137195296816749	0.276119488534653
Carn_acyltransf	5	2	17435	2392	0.141675275882475	0.276119488534653
Cast	1	1	17435	2392	0.137195296816749	0.276119488534653
Catalase	1	1	17435	2392	0.137195296816749	0.276119488534653
Catalase-rel	1	1	17435	2392	0.137195296816749	0.276119488534653
CBF_beta	1	1	17435	2392	0.137195296816749	0.276119488534653
CBM_21	3	2	17435	2392	0.0512881366029797	0.276119488534653
CBM_48	1	1	17435	2392	0.137195296816749	0.276119488534653
CCAP	1	1	17435	2392	0.137195296816749	0.276119488534653
CCDC142	1	1	17435	2392	0.137195296816749	0.276119488534653
CHCH	5	2	17435	2392	0.141675275882475	0.276119488534653
CHRD	1	1	17435	2392	0.137195296816749	0.276119488534653
CI-B14_5a	1	1	17435	2392	0.137195296816749	0.276119488534653
Citrate_bind	1	1	17435	2392	0.137195296816749	0.276119488534653
CLIP	36	9	17435	2392	0.0500445437688147	0.276119488534653
Clp1	1	1	17435	2392	0.137195296816749	0.276119488534653
CLP1_N	1	1	17435	2392	0.137195296816749	0.276119488534653
ClpS	1	1	17435	2392	0.137195296816749	0.276119488534653
CLU	1	1	17435	2392	0.137195296816749	0.276119488534653
CLU_N	1	1	17435	2392	0.137195296816749	0.276119488534653
CNOT1_CAF1_bind	1	1	17435	2392	0.137195296816749	0.276119488534653
CNOT1_HEAT	1	1	17435	2392	0.137195296816749	0.276119488534653
CNOT1_TTP_bind	1	1	17435	2392	0.137195296816749	0.276119488534653
Cobalamin_bind	1	1	17435	2392	0.137195296816749	0.276119488534653
COesterase	63	14	17435	2392	0.0437820673106756	0.276119488534653
COLFI	3	2	17435	2392	0.0512881366029797	0.276119488534653
COMP	1	1	17435	2392	0.137195296816749	0.276119488534653
Complex1_30kDa	1	1	17435	2392	0.137195296816749	0.276119488534653
Complex1_49kDa	1	1	17435	2392	0.137195296816749	0.276119488534653
Complex1_51K	1	1	17435	2392	0.137195296816749	0.276119488534653
Costars	1	1	17435	2392	0.137195296816749	0.276119488534653
COX1	1	1	17435	2392	0.137195296816749	0.276119488534653
COX16	1	1	17435	2392	0.137195296816749	0.276119488534653
COX2	1	1	17435	2392	0.137195296816749	0.276119488534653
COX2_TM	1	1	17435	2392	0.137195296816749	0.276119488534653
COX3	1	1	17435	2392	0.137195296816749	0.276119488534653
COX4	1	1	17435	2392	0.137195296816749	0.276119488534653
COX5B	1	1	17435	2392	0.137195296816749	0.276119488534653
COX6A	1	1	17435	2392	0.137195296816749	0.276119488534653
COX6C	1	1	17435	2392	0.137195296816749	0.276119488534653
COX7C	1	1	17435	2392	0.137195296816749	0.276119488534653
CPCFC	1	1	17435	2392	0.137195296816749	0.276119488534653
CPSase_L_D2	4	2	17435	2392	0.0933185542234269	0.276119488534653
CPT_N	1	1	17435	2392	0.137195296816749	0.276119488534653
Crystallin	1	1	17435	2392	0.137195296816749	0.276119488534653
Cullin_Nedd8	5	2	17435	2392	0.141675275882475	0.276119488534653
Cystatin	1	1	17435	2392	0.137195296816749	0.276119488534653
Cyto_heme_lyase	1	1	17435	2392	0.137195296816749	0.276119488534653
Cytochrom_B_C	1	1	17435	2392	0.137195296816749	0.276119488534653
Cytochrom_C1	1	1	17435	2392	0.137195296816749	0.276119488534653
Cytochrome_B	1	1	17435	2392	0.137195296816749	0.276119488534653
DAG1	1	1	17435	2392	0.137195296816749	0.276119488534653
DAGK_acc	5	2	17435	2392	0.141675275882475	0.276119488534653
DAN	5	2	17435	2392	0.141675275882475	0.276119488534653
DAO_C	1	1	17435	2392	0.137195296816749	0.276119488534653
DB	1	1	17435	2392	0.137195296816749	0.276119488534653
DBB	1	1	17435	2392	0.137195296816749	0.276119488534653
DIOX_N	1	1	17435	2392	0.137195296816749	0.276119488534653
DJ-1_PfpI	1	1	17435	2392	0.137195296816749	0.276119488534653
DM13	3	2	17435	2392	0.0512881366029797	0.276119488534653
DMAP_binding	1	1	17435	2392	0.137195296816749	0.276119488534653
DoxX_2	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF1136	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF1213	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF1690	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF1731	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF1794	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF2048	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF2205	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF2236	5	2	17435	2392	0.141675275882475	0.276119488534653
DUF2369	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF3350	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF3399	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF3437	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF3454	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF3694	3	2	17435	2392	0.0512881366029797	0.276119488534653
DUF3740	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF3819	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF4062	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF4495	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF4516	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF4535	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF4758	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF4786	3	2	17435	2392	0.0512881366029797	0.276119488534653
DUF4790	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF4803	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF543	1	1	17435	2392	0.137195296816749	0.276119488534653
DUF92	1	1	17435	2392	0.137195296816749	0.276119488534653
E1_dh	5	2	17435	2392	0.141675275882475	0.276119488534653
E3_UbLigase_R4	1	1	17435	2392	0.137195296816749	0.276119488534653
Eclosion	3	2	17435	2392	0.0512881366029797	0.276119488534653
EGF_3	4	2	17435	2392	0.0933185542234269	0.276119488534653
eIF_4EBP	1	1	17435	2392	0.137195296816749	0.276119488534653
eIF3_p135	1	1	17435	2392	0.137195296816749	0.276119488534653
Endostatin	1	1	17435	2392	0.137195296816749	0.276119488534653
Enolase_C	1	1	17435	2392	0.137195296816749	0.276119488534653
Enolase_N	1	1	17435	2392	0.137195296816749	0.276119488534653
Epimerase	5	2	17435	2392	0.141675275882475	0.276119488534653
ERG4_ERG24	1	1	17435	2392	0.137195296816749	0.276119488534653
ESSS	1	1	17435	2392	0.137195296816749	0.276119488534653
ETC_C1_NDUFA4	1	1	17435	2392	0.137195296816749	0.276119488534653
ETC_C1_NDUFA5	1	1	17435	2392	0.137195296816749	0.276119488534653
F_actin_cap_B	1	1	17435	2392	0.137195296816749	0.276119488534653
FA_desaturase	9	3	17435	2392	0.11456285199681	0.276119488534653
FAA_hydrolase_N	1	1	17435	2392	0.137195296816749	0.276119488534653
FAM110_C	1	1	17435	2392	0.137195296816749	0.276119488534653
FAM177	1	1	17435	2392	0.137195296816749	0.276119488534653
Fascin	1	1	17435	2392	0.137195296816749	0.276119488534653
Fer2_3	1	1	17435	2392	0.137195296816749	0.276119488534653
Fer2_4	1	1	17435	2392	0.137195296816749	0.276119488534653
Fer4_17	1	1	17435	2392	0.137195296816749	0.276119488534653
Fer4_7	1	1	17435	2392	0.137195296816749	0.276119488534653
FEZ	1	1	17435	2392	0.137195296816749	0.276119488534653
Fibrinogen_C	36	9	17435	2392	0.0500445437688147	0.276119488534653
Filamin	5	2	17435	2392	0.141675275882475	0.276119488534653
FMO-like	5	2	17435	2392	0.141675275882475	0.276119488534653
Focal_AT	1	1	17435	2392	0.137195296816749	0.276119488534653
FTHFS	1	1	17435	2392	0.137195296816749	0.276119488534653
Fucosidase_C	1	1	17435	2392	0.137195296816749	0.276119488534653
FumaraseC_C	1	1	17435	2392	0.137195296816749	0.276119488534653
FUN14	1	1	17435	2392	0.137195296816749	0.276119488534653
G2F	1	1	17435	2392	0.137195296816749	0.276119488534653
GDE_C	1	1	17435	2392	0.137195296816749	0.276119488534653
Gln-synt_N	1	1	17435	2392	0.137195296816749	0.276119488534653
GLTSCR1	1	1	17435	2392	0.137195296816749	0.276119488534653
Gly_rich	1	1	17435	2392	0.137195296816749	0.276119488534653
Glyco_hydro_35	3	2	17435	2392	0.0512881366029797	0.276119488534653
Glyco_hydro_56	1	1	17435	2392	0.137195296816749	0.276119488534653
Glyco_hydro_85	1	1	17435	2392	0.137195296816749	0.276119488534653
Glyco_transf_20	1	1	17435	2392	0.137195296816749	0.276119488534653
Glycogen_syn	1	1	17435	2392	0.137195296816749	0.276119488534653
Glycolytic	1	1	17435	2392	0.137195296816749	0.276119488534653
Glyoxalase_4	1	1	17435	2392	0.137195296816749	0.276119488534653
GON	1	1	17435	2392	0.137195296816749	0.276119488534653
Gp_dh_C	1	1	17435	2392	0.137195296816749	0.276119488534653
Gp_dh_N	1	1	17435	2392	0.137195296816749	0.276119488534653
HD_3	1	1	17435	2392	0.137195296816749	0.276119488534653
hDGE_amylase	1	1	17435	2392	0.137195296816749	0.276119488534653
Heme_oxygenase	1	1	17435	2392	0.137195296816749	0.276119488534653
Hemopexin	8	3	17435	2392	0.0847385953594749	0.276119488534653
hGDE_central	1	1	17435	2392	0.137195296816749	0.276119488534653
hGDE_N	1	1	17435	2392	0.137195296816749	0.276119488534653
HgmA	1	1	17435	2392	0.137195296816749	0.276119488534653
HJURP_C	1	1	17435	2392	0.137195296816749	0.276119488534653
HMG-CoA_red	1	1	17435	2392	0.137195296816749	0.276119488534653
HOIP-UBA	1	1	17435	2392	0.137195296816749	0.276119488534653
IER	1	1	17435	2392	0.137195296816749	0.276119488534653
IFRD_C	1	1	17435	2392	0.137195296816749	0.276119488534653
Integrin_b_cyt	1	1	17435	2392	0.137195296816749	0.276119488534653
Integrin_B_tail	1	1	17435	2392	0.137195296816749	0.276119488534653
IPP-2	1	1	17435	2392	0.137195296816749	0.276119488534653
IQ	20	6	17435	2392	0.0464429619246274	0.276119488534653
IRF-2BP1_2	1	1	17435	2392	0.137195296816749	0.276119488534653
JAB	9	3	17435	2392	0.11456285199681	0.276119488534653
JAKMIP_CC3	1	1	17435	2392	0.137195296816749	0.276119488534653
JIP_LZII	1	1	17435	2392	0.137195296816749	0.276119488534653
Jun	1	1	17435	2392	0.137195296816749	0.276119488534653
JUPITER	1	1	17435	2392	0.137195296816749	0.276119488534653
Kinesin_assoc	3	2	17435	2392	0.0512881366029797	0.276119488534653
L_HMGIC_fpl	1	1	17435	2392	0.137195296816749	0.276119488534653
L27_1	1	1	17435	2392	0.137195296816749	0.276119488534653
Laminin_G_3	3	2	17435	2392	0.0512881366029797	0.276119488534653
Laminin_II	1	1	17435	2392	0.137195296816749	0.276119488534653
LCM	1	1	17435	2392	0.137195296816749	0.276119488534653
LIM	30	7	17435	2392	0.107170442780099	0.276119488534653
LIX1	1	1	17435	2392	0.137195296816749	0.276119488534653
LRR_5	12	4	17435	2392	0.0704205905157058	0.276119488534653
LRRFIP	1	1	17435	2392	0.137195296816749	0.276119488534653
Lustrin_cystein	1	1	17435	2392	0.137195296816749	0.276119488534653
Lyase_1	3	2	17435	2392	0.0512881366029797	0.276119488534653
Mab-21	3	2	17435	2392	0.0512881366029797	0.276119488534653
Maf1	1	1	17435	2392	0.137195296816749	0.276119488534653
malic	3	2	17435	2392	0.0512881366029797	0.276119488534653
Malic_M	3	2	17435	2392	0.0512881366029797	0.276119488534653
MDM1	1	1	17435	2392	0.137195296816749	0.276119488534653
Methyltransf_16	4	2	17435	2392	0.0933185542234269	0.276119488534653
Methyltransf_5	1	1	17435	2392	0.137195296816749	0.276119488534653
MFS_1	69	15	17435	2392	0.0449514122738412	0.276119488534653
MitMem_reg	4	2	17435	2392	0.0933185542234269	0.276119488534653
Mitofilin	1	1	17435	2392	0.137195296816749	0.276119488534653
Molybdopterin	1	1	17435	2392	0.137195296816749	0.276119488534653
MORN	5	2	17435	2392	0.141675275882475	0.276119488534653
MRP_L53	1	1	17435	2392	0.137195296816749	0.276119488534653
Mt_ATP-synt_D	1	1	17435	2392	0.137195296816749	0.276119488534653
MTHFR	1	1	17435	2392	0.137195296816749	0.276119488534653
MTP18	1	1	17435	2392	0.137195296816749	0.276119488534653
MWFE	1	1	17435	2392	0.137195296816749	0.276119488534653
Myosin_head	18	5	17435	2392	0.089375593954952	0.276119488534653
Myosin_N	4	2	17435	2392	0.0933185542234269	0.276119488534653
Myosin_tail_1	7	3	17435	2392	0.058816897639424	0.276119488534653
Na_Ca_ex_C	1	1	17435	2392	0.137195296816749	0.276119488534653
Na_K-ATPase	4	2	17435	2392	0.0933185542234269	0.276119488534653
NAD_Gly3P_dh_C	1	1	17435	2392	0.137195296816749	0.276119488534653
NAD_Gly3P_dh_N	1	1	17435	2392	0.137195296816749	0.276119488534653
NADH_4Fe-4S	1	1	17435	2392	0.137195296816749	0.276119488534653
NADH_B2	1	1	17435	2392	0.137195296816749	0.276119488534653
NADH_dehy_S2_C	1	1	17435	2392	0.137195296816749	0.276119488534653
NADH_dhqG_C	1	1	17435	2392	0.137195296816749	0.276119488534653
NADH_oxidored	1	1	17435	2392	0.137195296816749	0.276119488534653
NADH-G_4Fe-4S_3	1	1	17435	2392	0.137195296816749	0.276119488534653
NADH5_C	1	1	17435	2392	0.137195296816749	0.276119488534653
NADHdh	1	1	17435	2392	0.137195296816749	0.276119488534653
NB-ARC	1	1	17435	2392	0.137195296816749	0.276119488534653
NDUF_B12	1	1	17435	2392	0.137195296816749	0.276119488534653
