"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"svalue_shrink"	"log2FC_shrink"	"comparison"	"samples_i"	"normcounts_i"	"samples_j"	"normcounts_j"	"gene_name"	"is_signif_pos"	"is_signif_neg"	"is_signif_any"
"AAEL000029"	2.54246123771982	-1.10064658299771	1.86393265881859	-0.590496967683009	0.554857518107788	NA	0.0491650577297904	-0.258500991464053	"ALL.RUN-SRO"	"RUN"	1.43838825055433	"SRO"	2.91461092805375	"dopachrome-conversion enzyme DCE2C putative"	FALSE	FALSE	FALSE
"AAEL000032"	45749.893685438	-0.0549237214065293	0.0870476939036995	-0.630961245995686	0.528065864190684	0.572351940473767	0.0241967364293725	-0.0566813570224785	"ALL.RUN-SRO"	"RUN"	38957.9651742473	"SRO"	39661.6671812948	"RpS6 40S ribosomal protein S6"	FALSE	FALSE	FALSE
"AAEL000033"	444.235210469376	-1.95518598279276	0.146406526565496	-13.3545001623824	1.11504078391872e-40	1.04494518793118e-39	4.19151898117234e-42	-1.94088058612998	"ALL.RUN-SRO"	"RUN"	158.330403019001	"SRO"	602.107064354841	""	FALSE	TRUE	TRUE
"AAEL000035"	91.8030037305611	0.0504068629228773	0.404466666654504	0.124625505829223	0.900820035084948	0.916013327467986	0.0753955639026534	0.0445108941294668	"ALL.RUN-SRO"	"RUN"	80.582744512241	"SRO"	75.7834607723279	"OBP57 odorant binding protein Obp57"	FALSE	FALSE	FALSE
"AAEL000036"	8.21665781179642	6.11783256956128	1.42539758040756	4.29201834888202	1.7705631338623e-05	3.34021974923186e-05	1.65479769080121e-05	5.36627366648535	"ALL.RUN-SRO"	"RUN"	14.0164135205373	"SRO"	0.267046493949562	""	TRUE	FALSE	TRUE
"AAEL000037"	362.847016172168	-0.193853436138207	0.504894566663071	-0.383948350681244	0.701016729029717	0.737051200083405	0.0431285057606009	-0.154232036214574	"ALL.RUN-SRO"	"RUN"	293.501850696586	"SRO"	329.869376788765	"CLIPB35 Clip-Domain Serine Protease family B"	FALSE	FALSE	FALSE
"AAEL000038"	828.040882045107	0.718718641679106	0.194859324925387	3.68839747317358	0.000225670926290643	0.000388465044566973	5.48793218688072e-06	0.698475097199841	"ALL.RUN-SRO"	"RUN"	895.427621794954	"SRO"	532.577177865941	"CLIPB6 Clip-Domain Serine Protease family B"	FALSE	FALSE	FALSE
"AAEL000039"	1.37616575799702	-1.94420804874082	2.08863041295191	-0.93085307801921	0.351929569100091	NA	0.0403040758111314	-0.377666408834771	"ALL.RUN-SRO"	"RUN"	0.494090157062741	"SRO"	1.86908148984986	""	FALSE	FALSE	FALSE
"AAEL000041"	9.02964363665787	2.94262501255762	0.819848415741879	3.58923058952898	0.000331655384753467	0.000560885761226708	6.60191475189276e-05	2.53802933324704	"ALL.RUN-SRO"	"RUN"	13.7881368299108	"SRO"	1.87620204194442	"Forkhead box protein AaegFOXM2"	TRUE	FALSE	TRUE
"AAEL000042"	248.006098416385	-0.739935633363708	0.166635237517756	-4.44045115778626	8.97704782692673e-06	1.73378709726616e-05	1.96290111331093e-07	-0.720029297169451	"ALL.RUN-SRO"	"RUN"	161.059204812366	"SRO"	263.856754918584	""	FALSE	FALSE	FALSE
"AAEL000043"	2.07242730755467	0.0384812514270306	1.57081063830643	0.0244977023255452	0.980455616444838	NA	0.0907952792622003	0.0120158233985318	"ALL.RUN-SRO"	"RUN"	1.77629853988573	"SRO"	1.78815233231336	"gustatory receptor 64e2C putative"	FALSE	FALSE	FALSE
"AAEL000044"	1465.50015625376	1.75548530943104	0.29174363948675	6.01721879016582	1.77439186784576e-09	4.35031692118675e-09	8.22585300797293e-11	1.69803733967763	"ALL.RUN-SRO"	"RUN"	1965.54469746784	"SRO"	570.402728702393	"ornithine decarboxylase"	TRUE	FALSE	TRUE
"AAEL000046"	470.097888989691	-1.63868927422445	0.134521609913237	-12.1816061767426	3.89534076656171e-34	2.83949229553001e-33	1.1518981121836e-35	-1.62572578742454	"ALL.RUN-SRO"	"RUN"	198.319174719258	"SRO"	604.411334424232	""	FALSE	TRUE	TRUE
"AAEL000047"	0.817956378300144	3.80359207418675	3.9918214701968	0.952846238887338	0.340667982516266	NA	0.0601624777632279	0.199012343841204	"ALL.RUN-SRO"	"RUN"	1.41939219784599	"SRO"	0	""	FALSE	FALSE	FALSE
"AAEL000048"	3.88017981819581	0.238006608754726	1.11481450780512	0.213494359006254	0.830941388562454	0.853393610356287	0.0712837156958314	0.109409773998545	"ALL.RUN-SRO"	"RUN"	3.61978368156372	"SRO"	3.05505827446533	"Gr4 gustatory receptor Gr4"	FALSE	FALSE	FALSE
"AAEL000049"	360.479030219258	1.35445436051229	0.191456887644332	7.0744613953427	1.5003032412145e-12	4.37508014515708e-12	4.1271328318306e-14	1.32932757793403	"ALL.RUN-SRO"	"RUN"	449.280199194967	"SRO"	173.002867753977	"three prime repair exonuclease 12C putative"	TRUE	FALSE	TRUE
"AAEL000050"	335.311667778194	0.589299471286565	0.188006291177522	3.13446676489208	0.00172166755402195	0.00271050800021542	4.31778623097105e-05	0.572789635514476	"ALL.RUN-SRO"	"RUN"	347.508341244344	"SRO"	227.244296844546	""	FALSE	FALSE	FALSE
"AAEL000051"	102.24359308411	-0.0482995074092057	0.376505398756143	-0.128283704745728	0.897924460280576	0.913220663900114	0.0754246223677941	-0.0416641785771632	"ALL.RUN-SRO"	"RUN"	86.8086162198474	"SRO"	87.2992444784789	"OBP3 odorant binding protein OBP3"	FALSE	FALSE	FALSE
"AAEL000053"	298.821829646995	-4.31749532076947	0.305826987015941	-14.1174438622855	2.96554246544357e-45	3.23199236282849e-44	2.77260579404929e-46	-4.27761089797473	"ALL.RUN-SRO"	"RUN"	25.1619226857817	"SRO"	484.52206878973	"myotubularin"	FALSE	TRUE	TRUE
"AAEL000055"	685.024561163561	0.546436968125434	0.114897432252385	4.75586753692738	1.97596007927578e-06	4.00128646761355e-06	3.39193690081568e-08	0.540544173479411	"ALL.RUN-SRO"	"RUN"	705.829927333707	"SRO"	474.598615494031	""	FALSE	FALSE	FALSE
"AAEL000057"	17.3948979950073	2.39579033821383	0.572998230618937	4.18114788177612	2.90041142695316e-05	5.37687601552252e-05	2.66240982071576e-06	2.19053425251048	"ALL.RUN-SRO"	"RUN"	25.5407627036059	"SRO"	4.63119961257033	"TOLL5B Toll-like receptor"	TRUE	FALSE	TRUE
"AAEL000058"	0.751310170347574	-2.40389465171868	3.64010719452497	-0.660391170714517	0.50900283670342	NA	0.0576458677666481	-0.210201293936017	"ALL.RUN-SRO"	"RUN"	0	"SRO"	1.27793538745867	""	FALSE	FALSE	FALSE
"AAEL000063"	0.601284592554461	-2.07771533092121	3.8770618625633	-0.535899452877838	0.592028042618821	NA	0.06426976469334	-0.179518925780754	"ALL.RUN-SRO"	"RUN"	0	"SRO"	1.02623879270341	""	FALSE	FALSE	FALSE
"AAEL000064"	691.71382328341	0.717512995170357	0.153633240507092	4.67029786524119	3.00763304716024e-06	6.00692246478365e-06	5.78377237073915e-08	0.704870440093316	"ALL.RUN-SRO"	"RUN"	747.332934193883	"SRO"	445.95442910559	"dopachrome-conversion enzyme DCE isoenzyme2C putative"	FALSE	FALSE	FALSE
"AAEL000065"	306.347740066844	-1.92845999857762	0.169926234392066	-11.3488067659296	7.51816662666991e-30	4.68268912691161e-29	1.80604096566342e-31	-1.90902259602601	"ALL.RUN-SRO"	"RUN"	111.041981134552	"SRO"	413.472172996202	""	FALSE	TRUE	TRUE
"AAEL000066"	6.1838261494467	-2.8000262985803	1.17107926715518	-2.39097931037769	0.0168034997632365	0.0235199032024533	0.00286902305583406	-1.95075236759658	"ALL.RUN-SRO"	"RUN"	1.30546169311422	"SRO"	9.26716657347383	""	FALSE	FALSE	FALSE
"AAEL000069"	3.88167866715975	2.96002984033913	1.25050316617421	2.36707104820458	0.0179294905160784	0.0250187019069985	0.00524449291078708	1.90062982377504	"ALL.RUN-SRO"	"RUN"	5.90156851017512	"SRO"	0.824605448637158	"gustatory receptor 64a2C putative"	FALSE	FALSE	FALSE
"AAEL000071"	18.6713722979447	1.4982882620235	0.611440726896756	2.45042274110159	0.014268858023527	0.0201519216882007	0.000937628816326367	1.24732467019716	"ALL.RUN-SRO"	"RUN"	23.9366857071387	"SRO"	7.95628134684441	"OBP2 odorant binding protein OBP2"	FALSE	FALSE	FALSE
"AAEL000073"	63.223028612219	-0.205884710599805	0.457683286137229	-0.449841007604709	0.652825086767237	0.692068101944064	0.0378601693863209	-0.170716741140223	"ALL.RUN-SRO"	"RUN"	50.5007338219628	"SRO"	56.9978776652796	"OBP4 odorant binding protein OBP4"	FALSE	FALSE	FALSE
"AAEL000074"	813.713852904752	0.0198973744113934	0.267195548195313	0.074467462297871	0.94063843058398	0.949639012778795	0.0828888279415838	0.0196318745926557	"ALL.RUN-SRO"	"RUN"	710.599189569694	"SRO"	688.223400258945	"CLIPB1 Clip-Domain Serine Protease family B"	FALSE	FALSE	FALSE
"AAEL000075"	2.87601668237157	4.53451507818157	1.83242488816946	2.47459806263133	0.0133386196786397	0.0189101547836061	0.0164696234770221	2.16703606425455	"ALL.RUN-SRO"	"RUN"	4.74575834956835	"SRO"	0.232027471745914	"Gr9 gustatory receptor Gr9"	FALSE	FALSE	FALSE
"AAEL000076"	241.18898421267	-0.701684299030493	0.171099357779212	-4.10103409000489	4.11307954805154e-05	7.53705353924282e-05	9.09634562535855e-07	-0.68574656885443	"ALL.RUN-SRO"	"RUN"	159.374932469479	"SRO"	253.89682603459	"dimethyladenosine transferase"	FALSE	FALSE	FALSE
"AAEL000077"	727.42118176868	-0.461489509672015	0.125714288417348	-3.67093920255074	0.000241660824019105	0.000415113940374713	4.91852806194648e-06	-0.455267821009278	"ALL.RUN-SRO"	"RUN"	531.1802075685	"SRO"	717.412512386815	"cation efflux protein zinc transporter"	FALSE	FALSE	FALSE
"AAEL000079"	1471.80805216546	-0.0959971823351333	0.376199481607571	-0.25517627489788	0.798586954521326	0.824245719040859	0.0528411559779983	-0.0864791406770679	"ALL.RUN-SRO"	"RUN"	1241.34729011058	"SRO"	1297.88914325578	""	FALSE	FALSE	FALSE
"AAEL000080"	1799.07362447513	1.48297194397109	0.351074370953775	4.22409627892305	2.39901482522968e-05	4.48062604089518e-05	1.12468337089792e-06	1.39881779828395	"ALL.RUN-SRO"	"RUN"	2302.49898646001	"SRO"	808.433581159338	"phosphoenolpyruvate carboxykinase"	TRUE	FALSE	TRUE
"AAEL000081"	1999.4254078134	-1.80686286041901	0.118718777749392	-15.2196888703924	2.61772987782799e-52	3.61607178044433e-51	6.16678146135561e-54	-1.79721079159091	"ALL.RUN-SRO"	"RUN"	773.300392418765	"SRO"	2653.2092321457	"peroxisome assembly factor-2 peroxisomal-type ATPase 1"	FALSE	TRUE	TRUE
"AAEL000084"	791.809428505804	0.659447691059198	0.15162339627693	4.34924759141237	1.36605413632762e-05	2.60220024506051e-05	2.51651224299799e-07	0.647754359083936	"ALL.RUN-SRO"	"RUN"	829.236634453427	"SRO"	513.260567994403	"elongin b"	FALSE	FALSE	FALSE
"AAEL000085"	10.0395844682815	3.07876629557253	1.08030909074742	2.84989390716176	0.00437338143296507	0.00657080964375883	0.00110580221592615	2.36806200239278	"ALL.RUN-SRO"	"RUN"	15.563107329079	"SRO"	1.76207334235204	"Pupal cuticle protein2C putative"	FALSE	FALSE	FALSE
"AAEL000087"	393.734760446428	-0.471176122522484	0.873950697580746	-0.539133527585463	0.589794722746464	0.632812975514506	0.0385384263212123	-0.271568365227458	"ALL.RUN-SRO"	"RUN"	286.881787124461	"SRO"	390.364989200797	"macroglobulincomplement"	FALSE	FALSE	FALSE
"AAEL000088"	630.687912086949	-0.683495534565555	0.128492367075076	-5.31934736766272	1.04140136854823e-07	2.30066991871152e-07	1.72396465903249e-09	-0.674572906042361	"ALL.RUN-SRO"	"RUN"	420.726243753565	"SRO"	663.020784992158	"brefeldin A-sensitive peripheral Golgi protein2C putative"	FALSE	FALSE	FALSE
"AAEL000089"	3.42728577643542	1.06912947252981	1.22391161343691	0.873534870322497	0.382371608337332	0.42757844809873	0.0295333101291134	0.462253665721344	"ALL.RUN-SRO"	"RUN"	4.0165016540421	"SRO"	1.90744414180953	""	FALSE	FALSE	FALSE
"AAEL000090"	1013.07368717622	-0.657202628936658	0.103958598009492	-6.32177272029632	2.58579517579931e-10	6.64585198584792e-10	3.97861022939873e-12	-0.651473975352946	"ALL.RUN-SRO"	"RUN"	683.225014486293	"SRO"	1054.47156739622	"secretory carrier-associated membrane protein scamp"	FALSE	FALSE	FALSE
"AAEL000091"	637.790245809731	-0.495569648109913	0.135438763798337	-3.65899417723421	0.000253207092573574	0.000433912294316433	5.32585997490284e-06	-0.487734716637389	"ALL.RUN-SRO"	"RUN"	459.61297454574	"SRO"	634.431308465625	"sumo-1-activating enzyme E1a"	FALSE	FALSE	FALSE
"AAEL000092"	270.252102489564	0.496672069376286	0.241018683588323	2.06072019804339	0.0393297415522834	0.0524467974349963	0.00120430348370945	0.473304874441186	"ALL.RUN-SRO"	"RUN"	273.370680077101	"SRO"	190.512507668304	"GSTX1 glutathione transferase"	FALSE	FALSE	FALSE
"AAEL000094"	294.447492148538	5.0039612281486	0.373450765709232	13.39925282693	6.10749111789766e-41	5.7900529660689e-40	4.3696924057654e-42	4.95313625520115	"ALL.RUN-SRO"	"RUN"	497.621197886437	"SRO"	14.9578515469537	""	TRUE	FALSE	TRUE
"AAEL000095"	3.55142186595382	1.81943637020305	1.71819605877354	1.05892244421849	0.28963510174291	0.332194172076795	0.0318857095341022	0.507091091187411	"ALL.RUN-SRO"	"RUN"	4.87878494634777	"SRO"	1.29398986903681	""	FALSE	FALSE	FALSE
"AAEL000097"	7.88764751748706	1.12929391927547	0.822143497788428	1.3735970938325	0.169566799650406	0.203783195298637	0.0116970858979534	0.745343179271744	"ALL.RUN-SRO"	"RUN"	9.31446905199264	"SRO"	4.30288727097564	"n-acetylneuraminate synthetase"	FALSE	FALSE	FALSE
"AAEL000098"	125.382501627461	5.83779580657158	0.585240337565466	9.97504005082109	1.96022352512522e-23	9.55443079410893e-23	2.08832438884699e-25	5.73173276921685	"ALL.RUN-SRO"	"RUN"	215.075018291217	"SRO"	3.18894380474416	""	TRUE	FALSE	TRUE
"AAEL000099"	204.03282796164	-0.659644793441935	0.953717174497773	-0.691656615903246	0.489152998044839	0.534053839703014	0.0322988577702602	-0.358175739874848	"ALL.RUN-SRO"	"RUN"	137.047091061694	"SRO"	212.745680497451	"CLIPB33 Clip-Domain Serine Protease family B"	FALSE	FALSE	FALSE
"AAEL000101"	160.977607588429	-0.52280970028247	0.36673164045034	-1.42559202047707	0.153986140906434	0.186523790434862	0.00595095068474034	-0.46709608362408	"ALL.RUN-SRO"	"RUN"	114.71676607766	"SRO"	161.820725602399	"AMP dependent coa ligase"	FALSE	FALSE	FALSE
"AAEL000102"	2443.60647675897	1.47208428843737	0.152821894287835	9.63267923943375	5.81920376844215e-22	2.64664566785446e-21	1.70712952541784e-23	1.45649918149392	"ALL.RUN-SRO"	"RUN"	3116.98281982476	"SRO"	1100.05395253309	""	TRUE	FALSE	TRUE
"AAEL000106"	242.264454998835	-0.198869757998162	0.185933361663205	-1.06957544476816	0.284810452864773	0.327335443009856	0.0110022647071249	-0.192163824645139	"ALL.RUN-SRO"	"RUN"	196.136347117065	"SRO"	220.057138517589	""	FALSE	FALSE	FALSE
"AAEL000107"	394.490633972963	-1.98282999653561	0.18851177803486	-10.5183348075415	7.11193655986469e-26	3.81432916547695e-25	3.09402381317462e-27	-1.95903519953133	"ALL.RUN-SRO"	"RUN"	138.832505829691	"SRO"	536.456349191386	""	FALSE	TRUE	TRUE
"AAEL000108"	8.23696630077988	-1.74942128980174	1.34987342515406	-1.29598913290858	0.194979228861487	0.231842104540536	0.0218700850825228	-0.715809731779214	"ALL.RUN-SRO"	"RUN"	3.26487175962075	"SRO"	10.8759486602121	"leucine aminopeptidase"	FALSE	FALSE	FALSE
"AAEL000109"	350.421942194512	4.36223397387399	1.90649490356074	2.28809107526419	0.0221322178750536	0.0305212636138344	0.0279807887178992	1.06840967801782	"ALL.RUN-SRO"	"RUN"	581.92878949919	"SRO"	27.8975791668215	"Enolase-phosphatase E1 EC 3.1.3.7722C3-diketo-5-methylthio-1-phosphopentane phosphatase"	FALSE	FALSE	FALSE
"AAEL000111"	862.41961455571	1.62809048922705	0.356690476090342	4.56443498876794	5.00841369830474e-06	9.84706429775931e-06	2.34910323958735e-07	1.5412949265816	"ALL.RUN-SRO"	"RUN"	1128.40718541826	"SRO"	358.291415193549	"nitrilase2C putative"	TRUE	FALSE	TRUE
"AAEL000113"	4.29771073062279	4.07434676232381	1.72016313790506	2.36858160283905	0.0178564407817481	0.02492245167383	0.0139420211906486	2.08235256540871	"ALL.RUN-SRO"	"RUN"	6.97656471037546	"SRO"	0.464402837882981	""	FALSE	FALSE	FALSE
"AAEL000115"	430.042325689738	-2.51531308299997	0.175485762632889	-14.3334310730491	1.35269045844607e-46	1.54725032905808e-45	6.70599935026414e-48	-2.49660364954445	"ALL.RUN-SRO"	"RUN"	111.321616151098	"SRO"	621.063942409256	""	FALSE	TRUE	TRUE
"AAEL000116"	315.859648962092	-1.85333764942504	0.183059909351955	-10.1242137395675	4.31432168627899e-24	2.16405668517904e-23	1.30023378176193e-25	-1.83043903722092	"ALL.RUN-SRO"	"RUN"	119.64177649264	"SRO"	421.419570310116	""	FALSE	TRUE	TRUE
"AAEL000117"	0.347167538112841	-1.23727361769732	3.58600385821495	-0.34502852384359	0.730072927016901	NA	0.0645313462663989	-0.177195006910017	"ALL.RUN-SRO"	"RUN"	0	"SRO"	0.591778068727405	""	FALSE	FALSE	FALSE
"AAEL000118"	598.194413937875	-0.931733750011316	0.122073301034963	-7.63257601876811	2.30108683913268e-14	7.37637554325428e-14	4.14793508276655e-16	-0.922234498532636	"ALL.RUN-SRO"	"RUN"	358.069951584844	"SRO"	669.235606884784	"Cleavage and polyadenylation specificity factor"	FALSE	FALSE	FALSE
"AAEL000119"	230.463711056867	1.41364654537745	0.237863492104892	5.94310010698939	2.79681512898489e-09	6.77656846309594e-09	8.6223489927193e-11	1.37496719309269	"ALL.RUN-SRO"	"RUN"	291.651056327944	"SRO"	106.869446446111	"AMP dependent coa ligase"	TRUE	FALSE	TRUE
"AAEL000122"	224.252962105837	-2.07465750001702	0.276107685793584	-7.51394331546433	5.73724340363587e-14	1.79494176935326e-13	3.22709643832022e-15	-2.02416148250733	"ALL.RUN-SRO"	"RUN"	74.8958061184102	"SRO"	308.783609524904	""	FALSE	TRUE	TRUE
"AAEL000123"	18.2181128454704	1.44698129910126	0.595141082697346	2.43132484241071	0.0150437201776574	0.0212022214710213	0.00102881851582885	1.2061412016881	"ALL.RUN-SRO"	"RUN"	23.2349464327415	"SRO"	8.30714237270573	""	FALSE	FALSE	FALSE
"AAEL000124"	435.435688013183	0.36477447959563	0.23116727887147	1.57796761451886	0.114573050038492	0.141900380431198	0.00390638514898847	0.348469881384522	"ALL.RUN-SRO"	"RUN"	422.934304033694	"SRO"	322.286354300792	""	FALSE	FALSE	FALSE
"AAEL000126"	684.528268110308	0.916986593838715	0.132909240980354	6.8993441469902	5.22431691349526e-12	1.47498073135567e-11	9.57716248136012e-14	0.906123164305591	"ALL.RUN-SRO"	"RUN"	777.451357305926	"SRO"	404.251674245307	"molybdopterin cofactor synthesis protein a"	FALSE	FALSE	FALSE
"AAEL000127"	81.4520901631061	-0.935536334360133	0.339574329717837	-2.75502666864571	0.00586873516795716	0.00868110342284599	0.000219046578288251	-0.864556518249289	"ALL.RUN-SRO"	"RUN"	48.7038598850654	"SRO"	91.1260937178487	"AMP dependent coa ligase"	FALSE	FALSE	FALSE
"AAEL000128"	1081.5050621379	-0.562006761482833	0.11655628024835	-4.82176301684772	1.42294938003691e-06	2.90596987523306e-06	2.38293609150651e-08	-0.555675077758923	"ALL.RUN-SRO"	"RUN"	759.87089109802	"SRO"	1100.15343957493	"P130"	FALSE	FALSE	FALSE
"AAEL000134"	171.802473390084	2.39245727444746	0.209416592303412	11.4243921560005	3.15857912353075e-30	1.98448921421421e-29	1.40588719598525e-31	2.36567768839887	"ALL.RUN-SRO"	"RUN"	250.892612095235	"SRO"	47.1337653335833	""	TRUE	FALSE	TRUE
"AAEL000137"	142.730159735927	0.667138064269	0.256275635960544	2.60320518479451	0.00923566614276597	0.0133737953054085	0.000285327559934058	0.634028757017836	"ALL.RUN-SRO"	"RUN"	152.0802253657	"SRO"	94.1897993888088	""	FALSE	FALSE	FALSE
"AAEL000138"	3595.69712114955	2.55743441669712	0.166095137336371	15.3974069181681	1.70365366193794e-53	2.43586649164234e-52	5.81638518027501e-55	2.54129477476342	"ALL.RUN-SRO"	"RUN"	5260.81132874022	"SRO"	875.312286880776	"NADH dehydrogenase2C putative"	TRUE	FALSE	TRUE
"AAEL000139"	28.3447367740356	3.07299878479937	0.563347963259938	5.45488576370594	4.90043391741614e-08	1.10413127237217e-07	7.47395717458014e-09	2.89610760239741	"ALL.RUN-SRO"	"RUN"	43.7207096702838	"SRO"	5.28296889362876	"OBP5 odorant binding protein OBP5"	TRUE	FALSE	TRUE
"AAEL000140"	404.168050259801	-1.20842868220505	0.138231921716171	-8.74203778115956	2.28942894781038e-18	8.90664999753695e-18	4.58813535060136e-20	-1.19526340156606	"ALL.RUN-SRO"	"RUN"	212.489362829935	"SRO"	480.87399197335	""	FALSE	TRUE	TRUE
