annot	freq_in_pop	freq_in_int	total_ano_in_pop	total_ano_in_int	pval	pval_adj
DUF2428	1	1	17435	1921	0.110180671063953	0.25283004229651
DUF2462	1	1	17435	1921	0.110180671063953	0.25283004229651
DUF3338	1	1	17435	1921	0.110180671063953	0.25283004229651
DUF3381	1	1	17435	1921	0.110180671063953	0.25283004229651
DUF3421	7	3	17435	1921	0.0332336157193927	0.25283004229651
DUF4149	1	1	17435	1921	0.110180671063953	0.25283004229651
DUF4477	1	1	17435	1921	0.110180671063953	0.25283004229651
DUF4506	1	1	17435	1921	0.110180671063953	0.25283004229651
DUF4519	1	1	17435	1921	0.110180671063953	0.25283004229651
DUF4820	1	1	17435	1921	0.110180671063953	0.25283004229651
DUF902	1	1	17435	1921	0.110180671063953	0.25283004229651
DUF938	1	1	17435	1921	0.110180671063953	0.25283004229651
dUTPase	1	1	17435	1921	0.110180671063953	0.25283004229651
DWNN	1	1	17435	1921	0.110180671063953	0.25283004229651
Dzip-like_N	1	1	17435	1921	0.110180671063953	0.25283004229651
E2F_CC-MB	1	1	17435	1921	0.110180671063953	0.25283004229651
E2F_TDP	3	2	17435	1921	0.033731048547341	0.25283004229651
EB	5	2	17435	1921	0.0967671746503217	0.25283004229651
eIF-6	1	1	17435	1921	0.110180671063953	0.25283004229651
ELYS	1	1	17435	1921	0.110180671063953	0.25283004229651
ELYS-bb	1	1	17435	1921	0.110180671063953	0.25283004229651
EMG1	1	1	17435	1921	0.110180671063953	0.25283004229651
EPL1	3	2	17435	1921	0.033731048547341	0.25283004229651
ERGIC_N	1	1	17435	1921	0.110180671063953	0.25283004229651
FAM117	1	1	17435	1921	0.110180671063953	0.25283004229651
FAM193_C	1	1	17435	1921	0.110180671063953	0.25283004229651
FancD2	1	1	17435	1921	0.110180671063953	0.25283004229651
Fanconi_A_N	1	1	17435	1921	0.110180671063953	0.25283004229651
FAR1	1	1	17435	1921	0.110180671063953	0.25283004229651
Fcf2	1	1	17435	1921	0.110180671063953	0.25283004229651
FHA	18	5	17435	1921	0.040679406434442	0.25283004229651
FLYWCH	20	5	17435	1921	0.061274153748262	0.25283004229651
fn3_4	1	1	17435	1921	0.110180671063953	0.25283004229651
FSH1	1	1	17435	1921	0.110180671063953	0.25283004229651
G-patch	17	5	17435	1921	0.0322189527509953	0.25283004229651
G-patch_2	1	1	17435	1921	0.110180671063953	0.25283004229651
GABP-alpha	1	1	17435	1921	0.110180671063953	0.25283004229651
Gal-bind_lectin	10	4	17435	1921	0.0178656617255607	0.25283004229651
GATase	3	2	17435	1921	0.033731048547341	0.25283004229651
Gate	1	1	17435	1921	0.110180671063953	0.25283004229651
Gcd10p	1	1	17435	1921	0.110180671063953	0.25283004229651
Geminin	1	1	17435	1921	0.110180671063953	0.25283004229651
Glyco_hydro_1	7	3	17435	1921	0.0332336157193927	0.25283004229651
Glyco_hydro_2	1	1	17435	1921	0.110180671063953	0.25283004229651
Glyco_hydro_2_C	1	1	17435	1921	0.110180671063953	0.25283004229651
Glyco_hydro_2_N	1	1	17435	1921	0.110180671063953	0.25283004229651
Glyco_hydro_20	5	2	17435	1921	0.0967671746503217	0.25283004229651
Glyco_hydro_38	5	2	17435	1921	0.0967671746503217	0.25283004229651
Glyco_hydro_38C	5	2	17435	1921	0.0967671746503217	0.25283004229651
Glyco_hydro_65m	5	2	17435	1921	0.0967671746503217	0.25283004229651
Glyco_transf_49	3	2	17435	1921	0.033731048547341	0.25283004229651
Glycohydro_20b2	4	2	17435	1921	0.0625601487152875	0.25283004229651
GN3L_Grn1	1	1	17435	1921	0.110180671063953	0.25283004229651
GNAT_acetyltr_2	1	1	17435	1921	0.110180671063953	0.25283004229651
HARP	1	1	17435	1921	0.110180671063953	0.25283004229651
HAT_KAT11	1	1	17435	1921	0.110180671063953	0.25283004229651
HAUS-augmin3	1	1	17435	1921	0.110180671063953	0.25283004229651
HAUS6_N	1	1	17435	1921	0.110180671063953	0.25283004229651
Helicase_C_2	3	2	17435	1921	0.033731048547341	0.25283004229651
Helicase_RecD	1	1	17435	1921	0.110180671063953	0.25283004229651
HHH	1	1	17435	1921	0.110180671063953	0.25283004229651
HHH_3	1	1	17435	1921	0.110180671063953	0.25283004229651
HhH-GPD	3	2	17435	1921	0.033731048547341	0.25283004229651
HRDC	4	2	17435	1921	0.0625601487152875	0.25283004229651
HTH_psq	28	6	17435	1921	0.0804891973398152	0.25283004229651
HUN	1	1	17435	1921	0.110180671063953	0.25283004229651
HyaE	1	1	17435	1921	0.110180671063953	0.25283004229651
Hydrolase_6	10	3	17435	1921	0.0887360775873046	0.25283004229651
HYLS1_C	1	1	17435	1921	0.110180671063953	0.25283004229651
IMS	3	2	17435	1921	0.033731048547341	0.25283004229651
IMS_C	3	2	17435	1921	0.033731048547341	0.25283004229651
Indigoidine_A	1	1	17435	1921	0.110180671063953	0.25283004229651
IPPT	1	1	17435	1921	0.110180671063953	0.25283004229651
Kinesin	24	6	17435	1921	0.0418443666979323	0.25283004229651
KIX	1	1	17435	1921	0.110180671063953	0.25283004229651
Las1	1	1	17435	1921	0.110180671063953	0.25283004229651
LIM_bind	1	1	17435	1921	0.110180671063953	0.25283004229651
LINES_C	1	1	17435	1921	0.110180671063953	0.25283004229651
LINES_N	1	1	17435	1921	0.110180671063953	0.25283004229651
Lipid_DES	1	1	17435	1921	0.110180671063953	0.25283004229651
LTD	1	1	17435	1921	0.110180671063953	0.25283004229651
MACPF	1	1	17435	1921	0.110180671063953	0.25283004229651
Maf	1	1	17435	1921	0.110180671063953	0.25283004229651
Mak16	1	1	17435	1921	0.110180671063953	0.25283004229651
MamL-1	1	1	17435	1921	0.110180671063953	0.25283004229651
MBD	4	2	17435	1921	0.0625601487152875	0.25283004229651
MBD_C	1	1	17435	1921	0.110180671063953	0.25283004229651
MBDa	1	1	17435	1921	0.110180671063953	0.25283004229651
MBOAT	8	3	17435	1921	0.0488933281455057	0.25283004229651
Mcl1_mid	1	1	17435	1921	0.110180671063953	0.25283004229651
MCM_bind	1	1	17435	1921	0.110180671063953	0.25283004229651
MCM3AP_GANP	1	1	17435	1921	0.110180671063953	0.25283004229651
Methyltr_RsmF_N	1	1	17435	1921	0.110180671063953	0.25283004229651
Methyltransf_10	1	1	17435	1921	0.110180671063953	0.25283004229651
Methyltransf_8	1	1	17435	1921	0.110180671063953	0.25283004229651
Methyltransf_PK	1	1	17435	1921	0.110180671063953	0.25283004229651
MgsA_C	1	1	17435	1921	0.110180671063953	0.25283004229651
mit_SMPDase	1	1	17435	1921	0.110180671063953	0.25283004229651
Mlh1_C	1	1	17435	1921	0.110180671063953	0.25283004229651
MMS22L_C	1	1	17435	1921	0.110180671063953	0.25283004229651
MMS22L_N	1	1	17435	1921	0.110180671063953	0.25283004229651
MnmE_helical	1	1	17435	1921	0.110180671063953	0.25283004229651
Mo-co_dimer	1	1	17435	1921	0.110180671063953	0.25283004229651
Mpp10	1	1	17435	1921	0.110180671063953	0.25283004229651
Mre11_DNA_bind	1	1	17435	1921	0.110180671063953	0.25283004229651
mRNA_decap_C	1	1	17435	1921	0.110180671063953	0.25283004229651
MRNIP	1	1	17435	1921	0.110180671063953	0.25283004229651
MSL2-CXC	1	1	17435	1921	0.110180671063953	0.25283004229651
Mtf2_C	1	1	17435	1921	0.110180671063953	0.25283004229651
Mur_ligase_M	1	1	17435	1921	0.110180671063953	0.25283004229651
MutL_C	1	1	17435	1921	0.110180671063953	0.25283004229651
NatB_MDM20	1	1	17435	1921	0.110180671063953	0.25283004229651
Ndc80_HEC	1	1	17435	1921	0.110180671063953	0.25283004229651
NGP1NT	1	1	17435	1921	0.110180671063953	0.25283004229651
Nic96	1	1	17435	1921	0.110180671063953	0.25283004229651
NKAIN	1	1	17435	1921	0.110180671063953	0.25283004229651
NMD3	1	1	17435	1921	0.110180671063953	0.25283004229651
NOB1_Zn_bind	1	1	17435	1921	0.110180671063953	0.25283004229651
Noc2	1	1	17435	1921	0.110180671063953	0.25283004229651
NOC3p	1	1	17435	1921	0.110180671063953	0.25283004229651
NOG1	1	1	17435	1921	0.110180671063953	0.25283004229651
NOGCT	1	1	17435	1921	0.110180671063953	0.25283004229651
Nop	3	2	17435	1921	0.033731048547341	0.25283004229651
Nop16	1	1	17435	1921	0.110180671063953	0.25283004229651
Nop25	1	1	17435	1921	0.110180671063953	0.25283004229651
Nop52	1	1	17435	1921	0.110180671063953	0.25283004229651
NosD	1	1	17435	1921	0.110180671063953	0.25283004229651
Nrap	1	1	17435	1921	0.110180671063953	0.25283004229651
Nrap_D2	1	1	17435	1921	0.110180671063953	0.25283004229651
Nrap_D3	1	1	17435	1921	0.110180671063953	0.25283004229651
Nrap_D4	1	1	17435	1921	0.110180671063953	0.25283004229651
Nrap_D5	1	1	17435	1921	0.110180671063953	0.25283004229651
Nrap_D6	1	1	17435	1921	0.110180671063953	0.25283004229651
NtCtMGAM_N	1	1	17435	1921	0.110180671063953	0.25283004229651
NTP_transf_7	1	1	17435	1921	0.110180671063953	0.25283004229651
NUC130_3NT	1	1	17435	1921	0.110180671063953	0.25283004229651
NUC194	1	1	17435	1921	0.110180671063953	0.25283004229651
Nucleoporin_FG2	1	1	17435	1921	0.110180671063953	0.25283004229651
Nucleos_tra2_C	1	1	17435	1921	0.110180671063953	0.25283004229651
Nucleos_tra2_N	1	1	17435	1921	0.110180671063953	0.25283004229651
Nuf2	1	1	17435	1921	0.110180671063953	0.25283004229651
NUFIP1	1	1	17435	1921	0.110180671063953	0.25283004229651
Nup35_RRM	1	1	17435	1921	0.110180671063953	0.25283004229651
OCD_Mu_crystall	1	1	17435	1921	0.110180671063953	0.25283004229651
ORC2	1	1	17435	1921	0.110180671063953	0.25283004229651
ORC3_N	1	1	17435	1921	0.110180671063953	0.25283004229651
OSK	1	1	17435	1921	0.110180671063953	0.25283004229651
OTCace	1	1	17435	1921	0.110180671063953	0.25283004229651
OTCace_N	1	1	17435	1921	0.110180671063953	0.25283004229651
Oxidored_molyb	1	1	17435	1921	0.110180671063953	0.25283004229651
PA28_alpha	1	1	17435	1921	0.110180671063953	0.25283004229651
PA28_beta	1	1	17435	1921	0.110180671063953	0.25283004229651
PAPA-1	1	1	17435	1921	0.110180671063953	0.25283004229651
PAX	10	3	17435	1921	0.0887360775873046	0.25283004229651
PC4	1	1	17435	1921	0.110180671063953	0.25283004229651
PDDEXK_1	1	1	17435	1921	0.110180671063953	0.25283004229651
Peptidase_C50	1	1	17435	1921	0.110180671063953	0.25283004229651
Peptidase_M14	26	6	17435	1921	0.059298103624178	0.25283004229651
Peptidase_M19	5	2	17435	1921	0.0967671746503217	0.25283004229651
Pescadillo_N	1	1	17435	1921	0.110180671063953	0.25283004229651
PHAT	1	1	17435	1921	0.110180671063953	0.25283004229651
Phe_ZIP	1	1	17435	1921	0.110180671063953	0.25283004229651
PI3K_P85_iSH2	1	1	17435	1921	0.110180671063953	0.25283004229651
PI3K_p85B	1	1	17435	1921	0.110180671063953	0.25283004229651
PIG-F	1	1	17435	1921	0.110180671063953	0.25283004229651
PigN	1	1	17435	1921	0.110180671063953	0.25283004229651
PIN_6	1	1	17435	1921	0.110180671063953	0.25283004229651
Pkinase	169	27	17435	1921	0.0305221354493586	0.25283004229651
Plant_tran	1	1	17435	1921	0.110180671063953	0.25283004229651
POLO_box	1	1	17435	1921	0.110180671063953	0.25283004229651
Polysacc_synt_4	1	1	17435	1921	0.110180671063953	0.25283004229651
POP1	1	1	17435	1921	0.110180671063953	0.25283004229651
POPLD	1	1	17435	1921	0.110180671063953	0.25283004229651
PP2C_C	1	1	17435	1921	0.110180671063953	0.25283004229651
PPP5	1	1	17435	1921	0.110180671063953	0.25283004229651
PRCC	1	1	17435	1921	0.110180671063953	0.25283004229651
Prenyltransf	1	1	17435	1921	0.110180671063953	0.25283004229651
PRMT5	1	1	17435	1921	0.110180671063953	0.25283004229651
PRMT5_C	1	1	17435	1921	0.110180671063953	0.25283004229651
Prp19	1	1	17435	1921	0.110180671063953	0.25283004229651
PRP38_assoc	1	1	17435	1921	0.110180671063953	0.25283004229651
PTPS	1	1	17435	1921	0.110180671063953	0.25283004229651
Pyrid_oxidase_2	1	1	17435	1921	0.110180671063953	0.25283004229651
Rad4	5	2	17435	1921	0.0967671746503217	0.25283004229651
Rad60-SLD_2	1	1	17435	1921	0.110180671063953	0.25283004229651
Rbsn	1	1	17435	1921	0.110180671063953	0.25283004229651
RecQ_Zn_bind	5	2	17435	1921	0.0967671746503217	0.25283004229651
Rep_fac_C	5	2	17435	1921	0.0967671746503217	0.25283004229651
RFC1	1	1	17435	1921	0.110180671063953	0.25283004229651
RIO1	3	2	17435	1921	0.033731048547341	0.25283004229651
Rio2_N	1	1	17435	1921	0.110180671063953	0.25283004229651
RMI1_C	1	1	17435	1921	0.110180671063953	0.25283004229651
RNA_pol_Rpa2_4	1	1	17435	1921	0.110180671063953	0.25283004229651
RNase_HII	1	1	17435	1921	0.110180671063953	0.25283004229651
RNase_P_p30	1	1	17435	1921	0.110180671063953	0.25283004229651
RNase_PH	7	3	17435	1921	0.0332336157193927	0.25283004229651
RNase_PH_C	4	2	17435	1921	0.0625601487152875	0.25283004229651
Rod_C	1	1	17435	1921	0.110180671063953	0.25283004229651
RRM_1	129	20	17435	1921	0.0726532490944552	0.25283004229651
RRN3	1	1	17435	1921	0.110180671063953	0.25283004229651
RRP36	1	1	17435	1921	0.110180671063953	0.25283004229651
RRP7	1	1	17435	1921	0.110180671063953	0.25283004229651
RuvB_N	1	1	17435	1921	0.110180671063953	0.25283004229651
Sacchrp_dh_C	1	1	17435	1921	0.110180671063953	0.25283004229651
SAM_1	22	5	17435	1921	0.0867630599416781	0.25283004229651
SAM_2	9	3	17435	1921	0.0674749528287815	0.25283004229651
SAP30_Sin3_bdg	1	1	17435	1921	0.110180671063953	0.25283004229651
SAS-6_N	1	1	17435	1921	0.110180671063953	0.25283004229651
SbcCD_C	3	2	17435	1921	0.033731048547341	0.25283004229651
SDA1	1	1	17435	1921	0.110180671063953	0.25283004229651
SHQ1	1	1	17435	1921	0.110180671063953	0.25283004229651
Shugoshin_C	1	1	17435	1921	0.110180671063953	0.25283004229651
SKA1	1	1	17435	1921	0.110180671063953	0.25283004229651
SLBP_RNA_bind	1	1	17435	1921	0.110180671063953	0.25283004229651
Sld5	4	2	17435	1921	0.0625601487152875	0.25283004229651
SLD5_C	1	1	17435	1921	0.110180671063953	0.25283004229651
Slx4	1	1	17435	1921	0.110180671063953	0.25283004229651
SLX9	1	1	17435	1921	0.110180671063953	0.25283004229651
SNF2_N	19	5	17435	1921	0.0503605015297425	0.25283004229651
SOAR	1	1	17435	1921	0.110180671063953	0.25283004229651
Spb1_C	1	1	17435	1921	0.110180671063953	0.25283004229651
SRAP	1	1	17435	1921	0.110180671063953	0.25283004229651
SURF6	1	1	17435	1921	0.110180671063953	0.25283004229651
TAF4	1	1	17435	1921	0.110180671063953	0.25283004229651
Tex_N	1	1	17435	1921	0.110180671063953	0.25283004229651
Tex_YqgF	1	1	17435	1921	0.110180671063953	0.25283004229651
Tfb2	1	1	17435	1921	0.110180671063953	0.25283004229651
TFIIS_C	5	2	17435	1921	0.0967671746503217	0.25283004229651
THAP	82	15	17435	1921	0.0331005006470147	0.25283004229651
Thg1	1	1	17435	1921	0.110180671063953	0.25283004229651
Thg1C	1	1	17435	1921	0.110180671063953	0.25283004229651
Thyroglobulin_1	6	3	17435	1921	0.0206648827285897	0.25283004229651
Tma16	1	1	17435	1921	0.110180671063953	0.25283004229651
Topo_C_assoc	1	1	17435	1921	0.110180671063953	0.25283004229651
Topoisom_I	1	1	17435	1921	0.110180671063953	0.25283004229651
Topoisom_I_N	1	1	17435	1921	0.110180671063953	0.25283004229651
TPD	1	1	17435	1921	0.110180671063953	0.25283004229651
TPK_B1_binding	1	1	17435	1921	0.110180671063953	0.25283004229651
TPK_catalytic	1	1	17435	1921	0.110180671063953	0.25283004229651
TRAUB	1	1	17435	1921	0.110180671063953	0.25283004229651
Trefoil	1	1	17435	1921	0.110180671063953	0.25283004229651
TRM13	1	1	17435	1921	0.110180671063953	0.25283004229651
TrmE_N	1	1	17435	1921	0.110180671063953	0.25283004229651
tRNA_bind_2	1	1	17435	1921	0.110180671063953	0.25283004229651
tRNA_int_end_N2	1	1	17435	1921	0.110180671063953	0.25283004229651
tRNA_U5-meth_tr	1	1	17435	1921	0.110180671063953	0.25283004229651
TROVE	1	1	17435	1921	0.110180671063953	0.25283004229651
Trp_dioxygenase	1	1	17435	1921	0.110180671063953	0.25283004229651
TruB_C_2	1	1	17435	1921	0.110180671063953	0.25283004229651
TruD	1	1	17435	1921	0.110180671063953	0.25283004229651
Tudor-knot	4	2	17435	1921	0.0625601487152875	0.25283004229651
U-box	6	3	17435	1921	0.0206648827285897	0.25283004229651
U3snoRNP10	1	1	17435	1921	0.110180671063953	0.25283004229651
UBN_AB	1	1	17435	1921	0.110180671063953	0.25283004229651
UDG	1	1	17435	1921	0.110180671063953	0.25283004229651
UPF0020	1	1	17435	1921	0.110180671063953	0.25283004229651
UPF0489	1	1	17435	1921	0.110180671063953	0.25283004229651
Urb2	1	1	17435	1921	0.110180671063953	0.25283004229651
Utp12	3	2	17435	1921	0.033731048547341	0.25283004229651
Utp13	1	1	17435	1921	0.110180671063953	0.25283004229651
Utp14	1	1	17435	1921	0.110180671063953	0.25283004229651
UTP15_C	1	1	17435	1921	0.110180671063953	0.25283004229651
UTP25	1	1	17435	1921	0.110180671063953	0.25283004229651
VASP_tetra	1	1	17435	1921	0.110180671063953	0.25283004229651
WBS_methylT	1	1	17435	1921	0.110180671063953	0.25283004229651
WGG	1	1	17435	1921	0.110180671063953	0.25283004229651
XPG_I	4	2	17435	1921	0.0625601487152875	0.25283004229651
XPG_I_2	1	1	17435	1921	0.110180671063953	0.25283004229651
zf-B_box	19	5	17435	1921	0.0503605015297425	0.25283004229651
zf-H2C2_2	1	1	17435	1921	0.110180671063953	0.25283004229651
zf-HC5HC2H	4	2	17435	1921	0.0625601487152875	0.25283004229651
zf-HIT	5	2	17435	1921	0.0967671746503217	0.25283004229651
zf-LITAF-like	6	3	17435	1921	0.0206648827285897	0.25283004229651
zf-LYAR	1	1	17435	1921	0.110180671063953	0.25283004229651
zf-Nse	1	1	17435	1921	0.110180671063953	0.25283004229651
zf-RING_10	1	1	17435	1921	0.110180671063953	0.25283004229651
zf-RING_2	31	7	17435	1921	0.0480072300209056	0.25283004229651
zf-RING_5	1	1	17435	1921	0.110180671063953	0.25283004229651
zf-RRN7	1	1	17435	1921	0.110180671063953	0.25283004229651
zf-SAP30	1	1	17435	1921	0.110180671063953	0.25283004229651
zf-TAZ	1	1	17435	1921	0.110180671063953	0.25283004229651
zf-TRM13_CCCH	1	1	17435	1921	0.110180671063953	0.25283004229651
zf-UBR	5	2	17435	1921	0.0967671746503217	0.25283004229651
zf-ZPR1	1	1	17435	1921	0.110180671063953	0.25283004229651
