annot	freq_in_pop	freq_in_int	total_ano_in_pop	total_ano_in_int	pval	pval_adj
Pacifastin_I	2	2	17435	3660	0.044057971891796	0.364284206617533
Palm_thioest	2	2	17435	3660	0.044057971891796	0.364284206617533
PC_rep	2	2	17435	3660	0.044057971891796	0.364284206617533
PDGF	2	2	17435	3660	0.044057971891796	0.364284206617533
PID	10	5	17435	3660	0.0397584342774849	0.364284206617533
PMT	2	2	17435	3660	0.044057971891796	0.364284206617533
PMT_4TMC	2	2	17435	3660	0.044057971891796	0.364284206617533
Proteasome_A_N	7	4	17435	3660	0.039323951809606	0.364284206617533
QVR	2	2	17435	3660	0.044057971891796	0.364284206617533
RA	16	7	17435	3660	0.0340712536769769	0.364284206617533
Sarcoglycan_1	2	2	17435	3660	0.044057971891796	0.364284206617533
Sprouty	2	2	17435	3660	0.044057971891796	0.364284206617533
Sugar_tr	61	19	17435	3660	0.0409082613814124	0.364284206617533
Tropomyosin	2	2	17435	3660	0.044057971891796	0.364284206617533
UDPGP	2	2	17435	3660	0.044057971891796	0.364284206617533
Ank	31	11	17435	3660	0.044886902028886	0.366682893217708
Trypsin	324	81	17435	3660	0.04488890875674	0.366682893217708
HSP70	17	7	17435	3660	0.0476891773199666	0.384919788368302
Sulfotransfer_1	17	7	17435	3660	0.0476891773199666	0.384919788368302
2-oxoacid_dh	3	2	17435	3660	0.113684377307902	0.401488017350765
2-oxogl_dehyd_N	1	1	17435	3660	0.209922569544021	0.401488017350765
2Fe-2S_thioredx	1	1	17435	3660	0.209922569544021	0.401488017350765
4HBT	1	1	17435	3660	0.209922569544021	0.401488017350765
7tm_3	12	5	17435	3660	0.0864070348636763	0.401488017350765
A_deaminase	5	3	17435	3660	0.0657969308699503	0.401488017350765
A_deaminase_N	3	2	17435	3660	0.113684377307902	0.401488017350765
AA_permease	6	3	17435	3660	0.111412111497013	0.401488017350765
AA_permease_2	11	4	17435	3660	0.183716923990713	0.401488017350765
AAA_28	1	1	17435	3660	0.209922569544021	0.401488017350765
AAA_5	10	4	17435	3660	0.138935150493553	0.401488017350765
AAA_6	11	5	17435	3660	0.0605670468735218	0.401488017350765
AAA_7	12	5	17435	3660	0.0864070348636763	0.401488017350765
AAA_8	11	5	17435	3660	0.0605670468735218	0.401488017350765
AAA_9	12	5	17435	3660	0.0864070348636763	0.401488017350765
Abdominal-A	1	1	17435	3660	0.209922569544021	0.401488017350765
Abhydrolase_1	25	9	17435	3660	0.0611251019777555	0.401488017350765
Abhydrolase_6	1	1	17435	3660	0.209922569544021	0.401488017350765
AcetylCoA_hyd_C	1	1	17435	3660	0.209922569544021	0.401488017350765
AcetylCoA_hydro	1	1	17435	3660	0.209922569544021	0.401488017350765
Acetyltransf_1	17	6	17435	3660	0.126971214989216	0.401488017350765
ADAM_CR	4	2	17435	3660	0.19620796394754	0.401488017350765
ADAM17_MPD	1	1	17435	3660	0.209922569544021	0.401488017350765
AdenylateSensor	1	1	17435	3660	0.209922569544021	0.401488017350765
ADH_zinc_N_2	4	2	17435	3660	0.19620796394754	0.401488017350765
Adipokin_hormo	1	1	17435	3660	0.209922569544021	0.401488017350765
ADP_ribosyl_GH	1	1	17435	3660	0.209922569544021	0.401488017350765
AFG1_ATPase	1	1	17435	3660	0.209922569544021	0.401488017350765
AIRC	1	1	17435	3660	0.209922569544021	0.401488017350765
Allantoicase	1	1	17435	3660	0.209922569544021	0.401488017350765
Allatostatin	1	1	17435	3660	0.209922569544021	0.401488017350765
Alpha_L_fucos	1	1	17435	3660	0.209922569544021	0.401488017350765
Ank_2	93	26	17435	3660	0.0669476450441818	0.401488017350765
Antistasin	1	1	17435	3660	0.209922569544021	0.401488017350765
AP_endonuc_2	1	1	17435	3660	0.209922569544021	0.401488017350765
APG6	1	1	17435	3660	0.209922569544021	0.401488017350765
ApoO	1	1	17435	3660	0.209922569544021	0.401488017350765
APP_amyloid	1	1	17435	3660	0.209922569544021	0.401488017350765
APP_Cu_bd	1	1	17435	3660	0.209922569544021	0.401488017350765
APP_E2	1	1	17435	3660	0.209922569544021	0.401488017350765
APP_N	1	1	17435	3660	0.209922569544021	0.401488017350765
Asp	1	1	17435	3660	0.209922569544021	0.401488017350765
Asp_Arg_Hydrox	1	1	17435	3660	0.209922569544021	0.401488017350765
Atg8	1	1	17435	3660	0.209922569544021	0.401488017350765
ATP-gua_Ptrans	3	2	17435	3660	0.113684377307902	0.401488017350765
ATP-gua_PtransN	4	2	17435	3660	0.19620796394754	0.401488017350765
ATP-synt	1	1	17435	3660	0.209922569544021	0.401488017350765
ATP-synt_8	1	1	17435	3660	0.209922569544021	0.401488017350765
ATP-synt_ab	5	3	17435	3660	0.0657969308699503	0.401488017350765
ATP-synt_ab_C	1	1	17435	3660	0.209922569544021	0.401488017350765
ATP-synt_ab_N	6	3	17435	3660	0.111412111497013	0.401488017350765
ATP-synt_E	1	1	17435	3660	0.209922569544021	0.401488017350765
ATP-synt_Eps	1	1	17435	3660	0.209922569544021	0.401488017350765
ATP-synt_F6	1	1	17435	3660	0.209922569544021	0.401488017350765
ATP-synt_G	1	1	17435	3660	0.209922569544021	0.401488017350765
ATP11	1	1	17435	3660	0.209922569544021	0.401488017350765
AZUL	1	1	17435	3660	0.209922569544021	0.401488017350765
BBS1	1	1	17435	3660	0.209922569544021	0.401488017350765
Biotin_lipoyl	6	3	17435	3660	0.111412111497013	0.401488017350765
BNIP3	1	1	17435	3660	0.209922569544021	0.401488017350765
BORCS6	1	1	17435	3660	0.209922569544021	0.401488017350765
BRAP2	1	1	17435	3660	0.209922569544021	0.401488017350765
Bravo_FIGEY	1	1	17435	3660	0.209922569544021	0.401488017350765
BSD	4	2	17435	3660	0.19620796394754	0.401488017350765
C_tripleX	3	2	17435	3660	0.113684377307902	0.401488017350765
C2	42	12	17435	3660	0.154167407557594	0.401488017350765
CAC1F_C	1	1	17435	3660	0.209922569544021	0.401488017350765
Cadherin_3	1	1	17435	3660	0.209922569544021	0.401488017350765
Calpain_III	8	4	17435	3660	0.0657955033335608	0.401488017350765
Calx-beta	1	1	17435	3660	0.209922569544021	0.401488017350765
CaM_bdg_C0	1	1	17435	3660	0.209922569544021	0.401488017350765
CaMBD	1	1	17435	3660	0.209922569544021	0.401488017350765
Carn_acyltransf	5	3	17435	3660	0.0657969308699503	0.401488017350765
Cast	1	1	17435	3660	0.209922569544021	0.401488017350765
Catalase	1	1	17435	3660	0.209922569544021	0.401488017350765
Catalase-rel	1	1	17435	3660	0.209922569544021	0.401488017350765
Cation_ATPase_C	4	2	17435	3660	0.19620796394754	0.401488017350765
Cation_ATPase_N	4	2	17435	3660	0.19620796394754	0.401488017350765
CBF_beta	1	1	17435	3660	0.209922569544021	0.401488017350765
CBM_21	3	2	17435	3660	0.113684377307902	0.401488017350765
CBM_48	1	1	17435	3660	0.209922569544021	0.401488017350765
CCAP	1	1	17435	3660	0.209922569544021	0.401488017350765
CCCAP	1	1	17435	3660	0.209922569544021	0.401488017350765
CCDC142	1	1	17435	3660	0.209922569544021	0.401488017350765
CCDC85	1	1	17435	3660	0.209922569544021	0.401488017350765
CDC50	1	1	17435	3660	0.209922569544021	0.401488017350765
CHRD	1	1	17435	3660	0.209922569544021	0.401488017350765
CI-B14_5a	1	1	17435	3660	0.209922569544021	0.401488017350765
CIA30	1	1	17435	3660	0.209922569544021	0.401488017350765
CIMR	1	1	17435	3660	0.209922569544021	0.401488017350765
Clp1	1	1	17435	3660	0.209922569544021	0.401488017350765
CLP1_N	1	1	17435	3660	0.209922569544021	0.401488017350765
CoA_trans	1	1	17435	3660	0.209922569544021	0.401488017350765
Cobalamin_bind	1	1	17435	3660	0.209922569544021	0.401488017350765
COE1_DBD	1	1	17435	3660	0.209922569544021	0.401488017350765
COE1_HLH	1	1	17435	3660	0.209922569544021	0.401488017350765
COesterase	63	17	17435	3660	0.154935955497704	0.401488017350765
COMP	1	1	17435	3660	0.209922569544021	0.401488017350765
Complex1_30kDa	1	1	17435	3660	0.209922569544021	0.401488017350765
Complex1_49kDa	1	1	17435	3660	0.209922569544021	0.401488017350765
Complex1_51K	1	1	17435	3660	0.209922569544021	0.401488017350765
Corazonin	1	1	17435	3660	0.209922569544021	0.401488017350765
Costars	1	1	17435	3660	0.209922569544021	0.401488017350765
COX1	1	1	17435	3660	0.209922569544021	0.401488017350765
COX16	1	1	17435	3660	0.209922569544021	0.401488017350765
COX17	1	1	17435	3660	0.209922569544021	0.401488017350765
COX2	1	1	17435	3660	0.209922569544021	0.401488017350765
COX2_TM	1	1	17435	3660	0.209922569544021	0.401488017350765
COX3	1	1	17435	3660	0.209922569544021	0.401488017350765
COX4	1	1	17435	3660	0.209922569544021	0.401488017350765
COX5B	1	1	17435	3660	0.209922569544021	0.401488017350765
COX6A	1	1	17435	3660	0.209922569544021	0.401488017350765
COX6C	1	1	17435	3660	0.209922569544021	0.401488017350765
COX7C	1	1	17435	3660	0.209922569544021	0.401488017350765
CPCFC	1	1	17435	3660	0.209922569544021	0.401488017350765
CPT_N	1	1	17435	3660	0.209922569544021	0.401488017350765
CRF-BP	1	1	17435	3660	0.209922569544021	0.401488017350765
Crystallin	1	1	17435	3660	0.209922569544021	0.401488017350765
CTP_transf_3	1	1	17435	3660	0.209922569544021	0.401488017350765
Cut8	1	1	17435	3660	0.209922569544021	0.401488017350765
Cuticle_3	3	2	17435	3660	0.113684377307902	0.401488017350765
CXCXC	1	1	17435	3660	0.209922569544021	0.401488017350765
Cys_knot	1	1	17435	3660	0.209922569544021	0.401488017350765
Cystatin	1	1	17435	3660	0.209922569544021	0.401488017350765
Cyto_heme_lyase	1	1	17435	3660	0.209922569544021	0.401488017350765
Cytochrom_B_C	1	1	17435	3660	0.209922569544021	0.401488017350765
Cytochrom_C1	1	1	17435	3660	0.209922569544021	0.401488017350765
Cytochrome_B	1	1	17435	3660	0.209922569544021	0.401488017350765
DAN	5	3	17435	3660	0.0657969308699503	0.401488017350765
DAO_C	1	1	17435	3660	0.209922569544021	0.401488017350765
DB	1	1	17435	3660	0.209922569544021	0.401488017350765
DBB	1	1	17435	3660	0.209922569544021	0.401488017350765
DDDD	1	1	17435	3660	0.209922569544021	0.401488017350765
DHC_N2	12	5	17435	3660	0.0864070348636763	0.401488017350765
DHDPS	1	1	17435	3660	0.209922569544021	0.401488017350765
Disintegrin	6	3	17435	3660	0.111412111497013	0.401488017350765
DJ-1_PfpI	1	1	17435	3660	0.209922569544021	0.401488017350765
DM13	3	2	17435	3660	0.113684377307902	0.401488017350765
DoxX_2	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF1041	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF1075	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF1136	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF1213	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF1690	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF1731	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF1736	4	2	17435	3660	0.19620796394754	0.401488017350765
DUF1794	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF1907	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF1989	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF2048	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF2181	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF2205	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF229	3	2	17435	3660	0.113684377307902	0.401488017350765
DUF2353	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF2369	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF243	9	4	17435	3660	0.0992644640071255	0.401488017350765
DUF2475	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF2615	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF3350	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF3399	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF3454	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF3695	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF3740	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF4062	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF4495	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF4500	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF4516	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF4528	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF4535	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF4728	4	2	17435	3660	0.19620796394754	0.401488017350765
DUF4739	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF4745	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF4758	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF4786	3	2	17435	3660	0.113684377307902	0.401488017350765
DUF4787	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF4789	3	2	17435	3660	0.113684377307902	0.401488017350765
DUF4790	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF4797	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF4803	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF4812	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF5009	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF543	1	1	17435	3660	0.209922569544021	0.401488017350765
DUF725	1	1	17435	3660	0.209922569544021	0.401488017350765
Dynein_heavy	12	5	17435	3660	0.0864070348636763	0.401488017350765
Ecm29	1	1	17435	3660	0.209922569544021	0.401488017350765
EGF_3	4	2	17435	3660	0.19620796394754	0.401488017350765
eIF_4EBP	1	1	17435	3660	0.209922569544021	0.401488017350765
Endostatin	1	1	17435	3660	0.209922569544021	0.401488017350765
Enolase_C	1	1	17435	3660	0.209922569544021	0.401488017350765
Enolase_N	1	1	17435	3660	0.209922569544021	0.401488017350765
Ephrin	1	1	17435	3660	0.209922569544021	0.401488017350765
ERG4_ERG24	1	1	17435	3660	0.209922569544021	0.401488017350765
ESSS	1	1	17435	3660	0.209922569544021	0.401488017350765
ETC_C1_NDUFA4	1	1	17435	3660	0.209922569544021	0.401488017350765
ETC_C1_NDUFA5	1	1	17435	3660	0.209922569544021	0.401488017350765
F_actin_cap_B	1	1	17435	3660	0.209922569544021	0.401488017350765
F420_oxidored	3	2	17435	3660	0.113684377307902	0.401488017350765
FA_hydroxylase	11	4	17435	3660	0.183716923990713	0.401488017350765
FAA_hydrolase	3	2	17435	3660	0.113684377307902	0.401488017350765
FAA_hydrolase_N	1	1	17435	3660	0.209922569544021	0.401488017350765
FAD_binding_4	5	3	17435	3660	0.0657969308699503	0.401488017350765
FAIM1	1	1	17435	3660	0.209922569544021	0.401488017350765
FAM110_C	1	1	17435	3660	0.209922569544021	0.401488017350765
FAM177	1	1	17435	3660	0.209922569544021	0.401488017350765
FAM183	1	1	17435	3660	0.209922569544021	0.401488017350765
Fam20C	3	2	17435	3660	0.113684377307902	0.401488017350765
FAM86	1	1	17435	3660	0.209922569544021	0.401488017350765
FARP	1	1	17435	3660	0.209922569544021	0.401488017350765
Fasciclin	4	2	17435	3660	0.19620796394754	0.401488017350765
Fer2_3	1	1	17435	3660	0.209922569544021	0.401488017350765
Fer2_4	1	1	17435	3660	0.209922569544021	0.401488017350765
Fer4_17	1	1	17435	3660	0.209922569544021	0.401488017350765
Fer4_7	1	1	17435	3660	0.209922569544021	0.401488017350765
FerB	1	1	17435	3660	0.209922569544021	0.401488017350765
FEZ	1	1	17435	3660	0.209922569544021	0.401488017350765
Fez1	1	1	17435	3660	0.209922569544021	0.401488017350765
Filamin	5	3	17435	3660	0.0657969308699503	0.401488017350765
FOG_N	1	1	17435	3660	0.209922569544021	0.401488017350765
Forkhead	19	7	17435	3660	0.084036692246497	0.401488017350765
Fringe	4	2	17435	3660	0.19620796394754	0.401488017350765
FTHFS	1	1	17435	3660	0.209922569544021	0.401488017350765
Fucosidase_C	1	1	17435	3660	0.209922569544021	0.401488017350765
FumaraseC_C	1	1	17435	3660	0.209922569544021	0.401488017350765
Furin-like	3	2	17435	3660	0.113684377307902	0.401488017350765
Fuseless	1	1	17435	3660	0.209922569544021	0.401488017350765
FXa_inhibition	10	4	17435	3660	0.138935150493553	0.401488017350765
G2F	1	1	17435	3660	0.209922569544021	0.401488017350765
GAF	4	2	17435	3660	0.19620796394754	0.401488017350765
GalP_UDP_tr_C	1	1	17435	3660	0.209922569544021	0.401488017350765
GalP_UDP_transf	1	1	17435	3660	0.209922569544021	0.401488017350765
GDE_C	1	1	17435	3660	0.209922569544021	0.401488017350765
GFO_IDH_MocA	3	2	17435	3660	0.113684377307902	0.401488017350765
GFO_IDH_MocA_C	1	1	17435	3660	0.209922569544021	0.401488017350765
Gln-synt_N	1	1	17435	3660	0.209922569544021	0.401488017350765
GLTSCR1	1	1	17435	3660	0.209922569544021	0.401488017350765
Glutaminase	1	1	17435	3660	0.209922569544021	0.401488017350765
Gly_rich	1	1	17435	3660	0.209922569544021	0.401488017350765
Glyco_hydro_18	21	8	17435	3660	0.0553947573778388	0.401488017350765
Glyco_hydro_19	1	1	17435	3660	0.209922569544021	0.401488017350765
Glyco_hydro_31	9	4	17435	3660	0.0992644640071255	0.401488017350765
Glyco_hydro_35	3	2	17435	3660	0.113684377307902	0.401488017350765
Glyco_hydro_56	1	1	17435	3660	0.209922569544021	0.401488017350765
Glyco_hydro_85	1	1	17435	3660	0.209922569544021	0.401488017350765
Glyco_hydro_99	1	1	17435	3660	0.209922569544021	0.401488017350765
